"ticker","year","GHG","yearcount","chat_company"
"CE",2010,7482789,13,"CELANESE CORPORATION"
"CE",2011,15536817,13,"CELANESE CORPORATION"
"CE",2012,15453180,13,"CELANESE CORPORATION"
"CE",2013,15567570,13,"CELANESE CORPORATION"
"CE",2014,15793506,13,"CELANESE CORPORATION"
"CE",2015,13360707,13,"CELANESE CORPORATION"
"CE",2016,13876056,13,"CELANESE CORPORATION"
"CE",2017,13283343,13,"CELANESE CORPORATION"
"CE",2018,13947174,13,"CELANESE CORPORATION"
"CE",2019,18906327,13,"CELANESE CORPORATION"
"CE",2020,17266167,13,"CELANESE CORPORATION"
"CE",2021,15704451,13,"CELANESE CORPORATION"
"CE",2022,15617646,13,"CELANESE CORPORATION"
"CEIX",2010,180081,13,"CONSOL ENERGY INC."
"CEIX",2011,13471331,13,"CONSOL ENERGY INC."
"CEIX",2012,12622175,13,"CONSOL ENERGY INC."
"CEIX",2013,6337653,13,"CONSOL ENERGY INC."
"CEIX",2014,5542686.5,13,"CONSOL ENERGY INC."
"CEIX",2015,6960802,13,"CONSOL ENERGY INC."
"CEIX",2016,7284839,13,"CONSOL ENERGY INC."
"CEIX",2017,8822584,13,"CONSOL ENERGY INC."
"CEIX",2018,6949265,13,"CONSOL ENERGY INC."
"CEIX",2019,7831448,13,"CONSOL ENERGY INC."
"CEIX",2020,6205521,13,"CONSOL ENERGY INC."
"CEIX",2021,5962429,13,"CONSOL ENERGY INC."
"CEIX",2022,5609156,13,"CONSOL ENERGY INC."
"CENX",2010,745253.5207,13,"CENTURY ALUMINUM COMPANY"
"CENX",2011,1737653.8021,13,"CENTURY ALUMINUM COMPANY"
"CENX",2012,1267993.48874,13,"CENTURY ALUMINUM COMPANY"
"CENX",2013,2021667.80446,13,"CENTURY ALUMINUM COMPANY"
"CENX",2014,1978601.95151,13,"CENTURY ALUMINUM COMPANY"
"CENX",2015,1771552,13,"CENTURY ALUMINUM COMPANY"
"CENX",2016,1179724,13,"CENTURY ALUMINUM COMPANY"
"CENX",2017,1043713,13,"CENTURY ALUMINUM COMPANY"
"CENX",2018,1319631,13,"CENTURY ALUMINUM COMPANY"
"CENX",2019,1404418,13,"CENTURY ALUMINUM COMPANY"
"CENX",2020,1796603,13,"CENTURY ALUMINUM COMPANY"
"CENX",2021,1645616,13,"CENTURY ALUMINUM COMPANY"
"CENX",2022,1390627,13,"CENTURY ALUMINUM COMPANY"
"CF",2010,14192613.978,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2011,11587614,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2012,11830812,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2013,11874644,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2014,11081544,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2015,12585412,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2016,12534689,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2017,19126601,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2018,19032392,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2019,20066538,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2020,19602924,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2021,17961966,13,"CF INDUSTRIES HOLDINGS, INC."
"CF",2022,19793269,13,"CF INDUSTRIES HOLDINGS, INC."
"CHK",2010,561120,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2011,10067502,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2012,8878134,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2013,10558924,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2014,10402682,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2015,9159556,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2016,7945536,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2017,6430478,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2018,4696884,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2019,5716622,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2020,4249604,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2021,3259026,13,"CHESAPEAKE ENERGY CORPORATION"
"CHK",2022,3371188,13,"CHESAPEAKE ENERGY CORPORATION"
"CLF",2010,12745220.28,13,"CLIFFS NATURAL RESOURCES"
"CLF",2011,14919228.6,13,"CLIFFS NATURAL RESOURCES"
"CLF",2012,18375581.72,13,"CLIFFS NATURAL RESOURCES"
"CLF",2013,20001759.48,13,"CLIFFS NATURAL RESOURCES"
"CLF",2014,20996952.36,13,"CLIFFS NATURAL RESOURCES"
"CLF",2015,13963568.32,13,"CLIFFS NATURAL RESOURCES"
"CLF",2016,7736299.76,13,"CLIFFS NATURAL RESOURCES"
"CLF",2017,8721347,13,"CLIFFS NATURAL RESOURCES"
"CLF",2018,2449866,13,"CLIFFS NATURAL RESOURCES"
"CLF",2019,2194702,13,"CLIFFS NATURAL RESOURCES"
"CLF",2020,27234614,13,"CLIFFS NATURAL RESOURCES"
"CLF",2021,28753978.52,13,"CLIFFS NATURAL RESOURCES"
"CLF",2022,24977353.4,13,"CLIFFS NATURAL RESOURCES"
"CLMT",2010,282983,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2011,63506,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2012,55882,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2013,94711,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2014,117262,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2015,2307020,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2016,2681830,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2017,2021792,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2018,1995522,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2019,859925,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2020,885077,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2021,1040585,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLMT",2022,805298,13,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P."
"CLW",2010,1724740,13,"CLEARWATER PAPER CORPORATION"
"CLW",2011,2110768,13,"CLEARWATER PAPER CORPORATION"
"CLW",2012,2082224,13,"CLEARWATER PAPER CORPORATION"
"CLW",2013,2200796,13,"CLEARWATER PAPER CORPORATION"
"CLW",2014,2240472,13,"CLEARWATER PAPER CORPORATION"
"CLW",2015,2501436,13,"CLEARWATER PAPER CORPORATION"
"CLW",2016,2721244,13,"CLEARWATER PAPER CORPORATION"
"CLW",2017,2647956,13,"CLEARWATER PAPER CORPORATION"
"CLW",2018,2365060,13,"CLEARWATER PAPER CORPORATION"
"CLW",2019,2723872,13,"CLEARWATER PAPER CORPORATION"
"CLW",2020,2889740,13,"CLEARWATER PAPER CORPORATION"
"CLW",2021,2604156,13,"CLEARWATER PAPER CORPORATION"
"CLW",2022,2534476,13,"CLEARWATER PAPER CORPORATION"
"CMP",2010,207656,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2011,62398,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2012,141177,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2013,434402,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2014,478890,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2015,583924,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2016,556644,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2017,560208,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2018,577092,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2019,150019,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2020,156840,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2021,145217,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMP",2022,146612,13,"COMPASS MINERALS INTERNATIONAL INC"
"CMS",2010,23175054.5396,13,"COMMERCIAL METALS COMPANY"
"CMS",2011,27567024.2827,13,"COMMERCIAL METALS COMPANY"
"CMS",2012,28798654.6773,13,"COMMERCIAL METALS COMPANY"
"CMS",2013,29592122.6225,13,"COMMERCIAL METALS COMPANY"
"CMS",2014,75786451.2236,13,"COMMERCIAL METALS COMPANY"
"CMS",2015,86687729.1924,13,"COMMERCIAL METALS COMPANY"
"CMS",2016,68190688.292,13,"COMMERCIAL METALS COMPANY"
"CMS",2017,66478562.8928,13,"COMMERCIAL METALS COMPANY"
"CMS",2018,66975641.4752,13,"COMMERCIAL METALS COMPANY"
"CMS",2019,68107587.1168,13,"COMMERCIAL METALS COMPANY"
"CMS",2020,59867262.0324,13,"COMMERCIAL METALS COMPANY"
"CMS",2021,70162168.2416,13,"COMMERCIAL METALS COMPANY"
"CMS",2022,70691266.0416,13,"COMMERCIAL METALS COMPANY"
"CNP",2010,4571478,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2011,18255257,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2012,18760489,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2013,16858091,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2014,463125,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2015,464878,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2016,461894,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2017,430852,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2018,414436,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2019,396922,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2020,4095772,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2021,6114180,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"CNP",2022,4800216,13,"CENTERPOINT ENERGY RESOURCES CORPORATION"
"COG",2010,2441466,13,"CABOT OIL & GAS CORP"
"COG",2011,5487945,13,"CABOT OIL & GAS CORP"
"COG",2012,7639146,13,"CABOT OIL & GAS CORP"
"COG",2013,4768032,13,"CABOT OIL & GAS CORP"
"COG",2014,5270427,13,"CABOT OIL & GAS CORP"
"COG",2015,5108802,13,"CABOT OIL & GAS CORP"
"COG",2016,4913148,13,"CABOT OIL & GAS CORP"
"COG",2017,4965759,13,"CABOT OIL & GAS CORP"
"COG",2018,4491654,13,"CABOT OIL & GAS CORP"
"COG",2019,4515436,13,"CABOT OIL & GAS CORP"
"COG",2020,3069235,13,"CABOT OIL & GAS CORP"
"COG",2021,2594463,13,"CABOT OIL & GAS CORP"
"COG",2022,2481000,13,"CABOT OIL & GAS CORP"
"COP",2010,164568931.3442,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2011,124406174.551525,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2012,39574995.8273,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2013,20866042.1072,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2014,18750517.3085,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2015,97305720.8742,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2016,91289339.9955,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2017,65422869.9498,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2018,71818233.6726,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2019,82974121.5078,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2020,70713045.7074,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2021,86496751.6956,13,"CONOCOPHILLIPS ALASKA, INC."
"COP",2022,85291335.1062,13,"CONOCOPHILLIPS ALASKA, INC."
"CRS",2010,611748,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2011,994796,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2012,940608,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2013,913768,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2014,949680,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2015,922484,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2016,909068,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2017,883084,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2018,996940,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2019,1027264,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2020,793376,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2021,844516,13,"CARPENTER TECHNOLOGY CORPORATION"
"CRS",2022,885504,13,"CARPENTER TECHNOLOGY CORPORATION"
"CTB",2010,270027,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2011,270021,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2012,281831,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2013,266169,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2014,286821,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2015,96026,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2016,95075,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2017,88875,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2018,94541,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2019,114066,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2020,108092,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2021,41975,13,"COOPER TIRE & RUBBER COMPANY"
"CTB",2022,42171,13,"COOPER TIRE & RUBBER COMPANY"
"CVA",2010,23602852.8,13,"COVANTA HOLDING CORP"
"CVA",2011,28824644.1,13,"COVANTA HOLDING CORP"
"CVA",2012,29201537.7,13,"COVANTA HOLDING CORP"
"CVA",2013,31644271.79,13,"COVANTA HOLDING CORP"
"CVA",2014,33119551.88,13,"COVANTA HOLDING CORP"
"CVA",2015,16548231.32,13,"COVANTA HOLDING CORP"
"CVA",2016,13938488.49,13,"COVANTA HOLDING CORP"
"CVA",2017,12495756.51,13,"COVANTA HOLDING CORP"
"CVA",2018,13448866.11,13,"COVANTA HOLDING CORP"
"CVA",2019,31035452,13,"COVANTA HOLDING CORP"
"CVA",2020,31240734,13,"COVANTA HOLDING CORP"
"CVA",2021,31348828,13,"COVANTA HOLDING CORP"
"CVA",2022,32366852,13,"COVANTA HOLDING CORP"
"CVI",2010,1234378,13,"CVR ENERGY INC"
"CVI",2011,1894288,13,"CVR ENERGY INC"
"CVI",2012,2088892,13,"CVR ENERGY INC"
"CVI",2013,2607776,13,"CVR ENERGY INC"
"CVI",2014,2644066,13,"CVR ENERGY INC"
"CVI",2015,3604339,13,"CVR ENERGY INC"
"CVI",2016,2150161,13,"CVR ENERGY INC"
"CVI",2017,4771949,13,"CVR ENERGY INC"
"CVI",2018,4654556,13,"CVR ENERGY INC"
"CVI",2019,4699660,13,"CVR ENERGY INC"
"CVI",2020,4117444,13,"CVR ENERGY INC"
"CVI",2021,3379226,13,"CVR ENERGY INC"
"CVI",2022,3072351,13,"CVR ENERGY INC"
"CVX",2010,105478062.527557,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2011,109029973.033002,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2012,102675139.055557,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2013,96412010.083145,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2014,143385577.773598,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2015,191548254.605658,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2016,187430710.558981,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2017,174410304.103954,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2018,190394435.204465,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2019,181604450.15631,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2020,178481013.574478,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2021,206061242.456576,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CVX",2022,195360288.221984,13,"CHEVRON CORPORATION (HIGHEST-LEVEL COMPANY IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY, N"
"CWST",2010,641787,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2011,563914,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2012,490818,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2013,342994,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2014,364605,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2015,391871,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2016,395016,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2017,400844,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2018,424940,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2019,465575,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2020,450962,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2021,423281,13,"CASELLA WASTE SYSTEMS, INC."
"CWST",2022,457404,13,"CASELLA WASTE SYSTEMS, INC."
"CX",2010,42256119.44,13,"CEMEX, INC."
"CX",2011,27433019.5,13,"CEMEX, INC."
"CX",2012,31346982,13,"CEMEX, INC."
"CX",2013,33387125,13,"CEMEX, INC."
"CX",2014,36625328.75,13,"CEMEX, INC."
"CX",2015,8656456.75,13,"CEMEX, INC."
"CX",2016,8219362.25,13,"CEMEX, INC."
"CX",2017,8018683.5,13,"CEMEX, INC."
"CX",2018,7742908.25,13,"CEMEX, INC."
"CX",2019,7577133.75,13,"CEMEX, INC."
"CX",2020,6335709,13,"CEMEX, INC."
"CX",2021,5981155,13,"CEMEX, INC."
"CX",2022,5613035,13,"CEMEX, INC."
"CZR",2010,146506,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2011,145020,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2012,143490,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2013,139254,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2014,151162,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2015,137716,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2016,121550,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2017,115824,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2018,113178,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2019,112812,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2020,83748,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2021,91348,13,"CAESARS ENTERTAINMENT CORPORATION"
"CZR",2022,117434,13,"CAESARS ENTERTAINMENT CORPORATION"
"D",2010,51818848,13,"DOMINION RESOURCES, INC.`"
"D",2011,44084282.5,13,"DOMINION RESOURCES, INC.`"
"D",2012,38435145.5,13,"DOMINION RESOURCES, INC.`"
"D",2013,35390421,13,"DOMINION RESOURCES, INC.`"
"D",2014,34250098.5,13,"DOMINION RESOURCES, INC.`"
"D",2015,35905130,13,"DOMINION RESOURCES, INC.`"
"D",2016,39241242.5,13,"DOMINION RESOURCES, INC.`"
"D",2017,33066121,13,"DOMINION RESOURCES, INC.`"
"D",2018,28252784.5,13,"DOMINION RESOURCES, INC.`"
"D",2019,35744862.5,13,"DOMINION RESOURCES, INC.`"
"D",2020,36006723,13,"DOMINION RESOURCES, INC.`"
"D",2021,34294214.5,13,"DOMINION RESOURCES, INC.`"
"D",2022,32973390,13,"DOMINION RESOURCES, INC.`"
"DAL",2010,209216,13,"DELTA AIR LINES, INC."
"DAL",2011,47939,13,"DELTA AIR LINES, INC."
"DAL",2012,1409419,13,"DELTA AIR LINES, INC."
"DAL",2013,5286385,13,"DELTA AIR LINES, INC."
"DAL",2014,5468056,13,"DELTA AIR LINES, INC."
"DAL",2015,1438536,13,"DELTA AIR LINES, INC."
"DAL",2016,1398973,13,"DELTA AIR LINES, INC."
"DAL",2017,1355969,13,"DELTA AIR LINES, INC."
"DAL",2018,1230173,13,"DELTA AIR LINES, INC."
"DAL",2019,1501650,13,"DELTA AIR LINES, INC."
"DAL",2020,1179682,13,"DELTA AIR LINES, INC."
"DAL",2021,1381265,13,"DELTA AIR LINES, INC."
"DAL",2022,1313654,13,"DELTA AIR LINES, INC."
"DAR",2010,91276,13,"DARLING INTERNATIONAL INC"
"DAR",2011,110015,13,"DARLING INTERNATIONAL INC"
"DAR",2012,109340,13,"DARLING INTERNATIONAL INC"
"DAR",2013,136284,13,"DARLING INTERNATIONAL INC"
"DAR",2014,505635,13,"DARLING INTERNATIONAL INC"
"DAR",2015,562576,13,"DARLING INTERNATIONAL INC"
"DAR",2016,603156,13,"DARLING INTERNATIONAL INC"
"DAR",2017,822948,13,"DARLING INTERNATIONAL INC"
"DAR",2018,824208,13,"DARLING INTERNATIONAL INC"
"DAR",2019,880956,13,"DARLING INTERNATIONAL INC"
"DAR",2020,812716,13,"DARLING INTERNATIONAL INC"
"DAR",2021,921540,13,"DARLING INTERNATIONAL INC"
"DAR",2022,1213787,13,"DARLING INTERNATIONAL INC"
"DCP",2010,763406.4,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2011,5249068.3488,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2012,6371952.3772,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2013,7800130.956,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2014,8995044.972,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2015,9743604.728,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2016,8800971.812,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2017,37203456.5294,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2018,39373749.446,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2019,34482369.7284,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2020,33041543.5749904,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2021,30758639.3295944,13,"DCP MIDSTREAM PARTNERS, LP"
"DCP",2022,31617558.1364896,13,"DCP MIDSTREAM PARTNERS, LP"
"DD",2010,36186673,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2011,14843075,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2012,11934113,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2013,13299851,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2014,14094930,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2015,2554327,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2016,2787669,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2017,3595113,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2018,3401187,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2019,1116804,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2020,557988,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2021,391991,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DD",2022,192095,13,"E.I. DUPONT DE NEMOURS & CO INC HIGHLAND"
"DE",2010,135294,13,"DEERE & COMPANY"
"DE",2011,120702,13,"DEERE & COMPANY"
"DE",2012,118092,13,"DEERE & COMPANY"
"DE",2013,135398,13,"DEERE & COMPANY"
"DE",2014,111224,13,"DEERE & COMPANY"
"DE",2015,89567,13,"DEERE & COMPANY"
"DE",2016,73244,13,"DEERE & COMPANY"
"DE",2017,75589,13,"DEERE & COMPANY"
"DE",2018,64230,13,"DEERE & COMPANY"
"DE",2019,63353,13,"DEERE & COMPANY"
"DE",2020,63014,13,"DEERE & COMPANY"
"DE",2021,44662,13,"DEERE & COMPANY"
"DE",2022,52119,13,"DEERE & COMPANY"
"DIS",2010,288704.79,13,"THE WALT DISNEY COMPANY"
"DIS",2011,241365.96,13,"THE WALT DISNEY COMPANY"
"DIS",2012,276588.18,13,"THE WALT DISNEY COMPANY"
"DIS",2013,252467.82,13,"THE WALT DISNEY COMPANY"
"DIS",2014,267351.48,13,"THE WALT DISNEY COMPANY"
"DIS",2015,216600.12,13,"THE WALT DISNEY COMPANY"
"DIS",2016,259812.63,13,"THE WALT DISNEY COMPANY"
"DIS",2017,98636.67,13,"THE WALT DISNEY COMPANY"
"DIS",2018,102275.91,13,"THE WALT DISNEY COMPANY"
"DIS",2019,107928.81,13,"THE WALT DISNEY COMPANY"
"DIS",2020,62788.77,13,"THE WALT DISNEY COMPANY"
"DIS",2021,85017.24,13,"THE WALT DISNEY COMPANY"
"DIS",2022,100815.66,13,"THE WALT DISNEY COMPANY"
"DK",2010,455729,13,"DELEK US HOLDINGS INC"
"DK",2011,849650,13,"DELEK US HOLDINGS INC"
"DK",2012,1079542,13,"DELEK US HOLDINGS INC"
"DK",2013,998695,13,"DELEK US HOLDINGS INC"
"DK",2014,1087987,13,"DELEK US HOLDINGS INC"
"DK",2015,889674,13,"DELEK US HOLDINGS INC"
"DK",2016,970133,13,"DELEK US HOLDINGS INC"
"DK",2017,1080870,13,"DELEK US HOLDINGS INC"
"DK",2018,1169529,13,"DELEK US HOLDINGS INC"
"DK",2019,2459685,13,"DELEK US HOLDINGS INC"
"DK",2020,2190188,13,"DELEK US HOLDINGS INC"
"DK",2021,2338497,13,"DELEK US HOLDINGS INC"
"DK",2022,2651344,13,"DELEK US HOLDINGS INC"
"DOW",2010,15119566.5,13,"THE DOW CHEMICAL COMPANY"
"DOW",2011,15370166.5,13,"THE DOW CHEMICAL COMPANY"
"DOW",2012,14985433.5,13,"THE DOW CHEMICAL COMPANY"
"DOW",2013,15461630,13,"THE DOW CHEMICAL COMPANY"
"DOW",2014,15408012,13,"THE DOW CHEMICAL COMPANY"
"DOW",2015,13461914.5,13,"THE DOW CHEMICAL COMPANY"
"DOW",2016,14088332.84,13,"THE DOW CHEMICAL COMPANY"
"DOW",2017,14713419.14,13,"THE DOW CHEMICAL COMPANY"
"DOW",2018,14864563.6225,13,"THE DOW CHEMICAL COMPANY"
"DOW",2019,16409522.405,13,"THE DOW CHEMICAL COMPANY"
