"","V1","V2","V3"
"1797","COUNTY OF MADISON","TOWN OF WINSOR","13"
"1798","COUNTY OF MADISON NEW YORK","TOWN OF BABYLON NEW YORK","14"
"1799","COUNTY OF MANATEE","TOWN OF MUNSTER","12"
"1800","COUNTY OF MARATHON","TOWN OF SMITHTOWN","13"
"1801","COUNTY OF MARICOPA","UNIVERSITY OF ARIZONA","13"
"1802","COUNTY OF MARICOPA ARIZONA","UNIVERSITY OF ARIZONA","17"
"1803","COUNTY OF MARION","UNIVERSITY OF ARIZONA","11"
"1804","COUNTY OF MARION TENNESSEE","UNIVERSITY OF TENNESSEE","15"
"1805","COUNTY OF MAUI","UNIT ","11"
"1806","COUNTY OF MAUI HAWAII","UNIVERSITY OF IOWA","17"
"1807","COUNTY OF MESA","UNIT ","11"
"1808","COUNTY OF MESA COLORADO","SNF  CO","18"
"1809","COUNTY OF MIAMI-DADE","IDA","17"
"1810","COUNTY OF MIAMI-DADE FLORIDA","STATE OF FLORIDA","20"
"1811","COUNTY OF MIAMI-DADE WASTE MANAGEMENT","WASTE MANAGEMENT","21"
"1812","COUNTY OF MOHAVE","TOWN OF BROOKHAVEN","12"
"1813","COUNTY OF MONMOUTH","STATE OF UTAH","15"
"1814","COUNTY OF MONMOUTH NEW JERSEY","STATE OF NEW JERSEY","18"
"1815","COUNTY OF MORRISON","TOWN OF BOURNE","14"
"1816","COUNTY OF MURRAY","SUSSEX COUNTY MUA","13"
"1817","COUNTY OF MURRAY GEORGIA","TOWN OF MUNSTER","19"
"1818","COUNTY OF MUSCATINE","TOWN OF MUNSTER","12"
"1819","COUNTY OF MUSCATINE IOWA","TOWN OF MUNSTER","17"
"1820","COUNTY OF MUSKEGON","TOWN OF MUNSTER","13"
"1821","COUNTY OF MUSKEGON MICHIGAN","ST CLAIR COUNTY MICHIGAN","21"
"1822","COUNTY OF NEW HANOVER","TOWN OF WINSOR","15"
"1823","COUNTY OF NEW HANOVER NORTH CAROLINA","STATE OF NORTH CAROLINA","21"
"1824","COUNTY OF OLMSTED","TOWN OF MUNSTER","12"
"1825","COUNTY OF OLMSTED MINNESOTA","STATE OF MINNESOTA","17"
"1826","COUNTY OF ONSLOW","TOWN OF WINSOR","12"
"1827","COUNTY OF ONSLOW NORTH CAROLINA","STATE OF NORTH CAROLINA","16"
"1828","COUNTY OF ORANGE CA","TOWN OF BOURNE","13"
"1829","COUNTY OF ORANGE CALIFORNIA","UNIVERSITY OF CALIFORNIA","15"
"1830","COUNTY OF ORANGE NEW YORK","TOWN OF COLONIE NEW YORK","13"
"1831","COUNTY OF ORANGE NY","TOWN OF BOURNE","13"
"1832","COUNTY OF ORANGE VA","TOWN OF BOURNE","13"
"1833","COUNTY OF ORANGE VIRGINIA","UNIVERSITY OF VIRGINIA","15"
"1834","COUNTY OF OSWEGO","UNIT ","13"
"1835","COUNTY OF OSWEGO NEW YORK","TOWN OF COLONIE NEW YORK","15"
"1836","COUNTY OF OUTAGAMIE","TOWN OF BOURNE","15"
"1837","COUNTY OF OUTAGAMIE WISCONSIN","STATE OF WISCONSIN","19"
"1838","COUNTY OF PEORIA","CONOCO PHI ","13"
"1839","COUNTY OF PEORIA ILLINOIS","UNIVERSITY OF ILLINOIS","15"
"1840","COUNTY OF PINELLAS","CONOCO PHIL","13"
"1841","COUNTY OF PINELLAS FLORIDA","STATE OF FLORIDA","18"
"1842","COUNTY OF POLK","UNIT ","11"
"1843","COUNTY OF POLK FLORIDA","STATE OF FLORIDA","14"
"1844","COUNTY OF RIVERSIDE","RIESEL ","16"
"1845","COUNTY OF RIVERSIDE CALIFORNIA","UNIVERSITY OF CALIFORNIA","16"
"1846","COUNTY OF ROANOKE","TOWN OF BOURNE","13"
"1847","COUNTY OF ROANOKE VIRGINIA","UNIVERSITY OF VIRGINIA","16"
"1848","COUNTY OF SACRAMENTO","MONSANTO ","15"
"1849","COUNTY OF SALT LAKE UTAH","SALT LAKE COUNTY","16"
"1850","COUNTY OF SAMPSON NORTH CAROLINA","STATE OF NORTH CAROLINA","17"
"1851","COUNTY OF SAN BERNADINO SOLID WASTE MANAGEMENT DIV","SAN BERNARDINO COUNTY SOLID WASTE MANAGEMENT DIV","18"
"1852","COUNTY OF SAN BERNARDINO SOLID WASTE MANAGEMENT DIV","SAN BERNARDINO COUNTY SOLID WASTE MANAGEMENT DIV","17"
"1853","COUNTY OF SAN JOAQUIN","HUNTSMAN ","16"
"1854","COUNTY OF SANDOVAL NEW MEXICO","SANDOVAL COUNTYEW MEXICO","15"
"1855","COUNTY OF SANTA CRUZ DEPARTMENT OF PUBLIC WORKS","STEUBEN COUNTY DEPARTMENT OF PUBLIC WORKS","22"
"1856","COUNTY OF SARASOTA","FMC ORATE","15"
"1857","COUNTY OF SARASOTA FLORIDA","STATE OF FLORIDA","18"
"1858","COUNTY OF SARPY NEBRASKA","STATE OF NEBRASKA","15"
"1859","COUNTY OF SEWARD KANSAS","STATE OF KANSAS","16"
"1860","COUNTY OF SHASTA","ONE GAS","13"
"1861","COUNTY OF SHASTA CALIFORNIA","UNIVERSITY OF CALIFORNIA","15"
"1862","COUNTY OF SNOHOMISH WASHINGTON","TOWN OF SMITHTOWN","21"
"1863","COUNTY OF SPARTANBURG SOUTH CAROLINA","UNIVERSITY OF SOUTH CAROLINA","20"
"1864","COUNTY OF STAFFORD VIRGINIA","UNIVERSITY OF VIRGINIA","17"
"1865","COUNTY OF STANISLAUS","STATE OF KANSAS","15"
"1866","COUNTY OF STANISLAUS CA","TOTAL  USA","17"
"1867","COUNTY OF STANISLAUS CALIFORNIA","UNIVERSITY OF CALIFORNIA","19"
"1868","COUNTY OF STEELE MINNESOTA","STATE OF MINNESOTA","16"
"1869","COUNTY OF WAYNE","TOWN OF BABYLON","12"
"1870","COUNTY OF WAYNE NORTH CAROLINA","STATE OF NORTH CAROLINA","15"
"1871","COUNTY OF WEBER","UNIT ","12"
"1872","COUNTY OF WEBER UTAH","STATE OF UTAH","15"
"1873","COUNTY OF WHITESIDE","TOWN OF WINSOR","15"
"1874","COUNTY OF WHITESIDE ILLINOIS","OWENS-ILLINOIS","18"
"1875","COUNTY OF YAKIMA","UNIT ","13"
"1876","COUNTY OFGREENWOOD","CONAGRAFOODS","14"
"1877","COUNTY OFSANDOVAL NEW MEXICO","SANDOVAL COUNTYEW MEXICO","14"
"1878","COUNTY SANITATION DISTRICT NO 2 OF LOS ANGELES COUNTY","RICHMOND SANITARY DISTRICT","41"
"1879","COUNTY SOLID WASTE DEPARTMENT","TULARE COUNTY SOLID WASTE DEPARTMENT","7"
"1880","COVANCE ","COVANCE ","0"
"1881","COVANTA ENERGY","COVANTA ENERGY","0"
"1882","COVANTA  ","COVANTA  ","0"
"1883","COVANTA  ","COVANTA  ","0"
"1884","COVESTRO LCC","ECOVYST ","8"
"1885","COVEY PARK ENERGY","CVR ENERGY","7"
"1886","COVIA ","IDA ","4"
"1887","COVIA  ","COVANTA  ","4"
"1888","COWLES PUBLISHING CO","BOEING CO","13"
"1889","COWLITZ COUNTY","RICE COUNTY","9"
"1890","COWLITZ COUNTY WASHINGTON","ST CLAIR COUNTY MICHIGAN","19"
"1891","COX OIL","T-C OIL ","5"
"1892","COX OIL CO ","T-C OIL ","7"
"1893","CPI POWER (US) GP","KOPPERS ","13"
"1894","CPL RETAIL ENERGY ","XCEL ENERGY ","8"
"1895","CPN MANAGEMENT ","ARES MANAGEMENT ","7"
"1896","CPS ENERGY","CMS ENERGY","2"
"1897","CPS ENERGY","CMS ENERGY","2"
"1898","CPV POWER  ","PEPCO  ","8"
"1899","CPV POWER  ","PEPCO  ","8"
"1900","CPV POWER , ","NICOR, ","9"
"1901","CPX ENERGY","WPX ENERGY","2"
"1902","CR&R ","CREE ","4"
"1903","CR&R","","4"
"1904","CRAIGHEAD CO SOLID WASTE DISPOSAL AUTHORITY","RIVANNA SOLID WASTE AUTHORITY","22"
"1905","CRAIGHEAD COUNTY SOLID WASTE DISPOSAL AUTHORITY","TUCKER COUNTY SOLID WASTE AUTHORITY","20"
"1906","CRAWFORD COUNTY BOARD OF COMMISSIONERS","SEMINOLE COUNTY BOARD OF COUNTY COMMISSIONERS","21"
"1907","CRAWFORDSVILLE ELECTRIC LIGHT & POWER","ROSEVILLE ELECTRIC","21"
"1908","CREE ","CREE ","0"
"1909","CRESCENT POINT ENERGY US ","CRESCENT POINT ENERGY US ","0"
"1910","CRESTONE PEAK RESOURCES ","SENECA RESOURCES ","11"
"1911","CRESTWOOD ENERGY","CMS ENERGY","8"
"1912","CRESTWOOD EQUITY PARTNERS ","OCI PARTNERS ","15"
"1913","CRESTWOOD MIDSTREAM PARTNERS ","DCP MIDSTREAM PARTNERS ","10"
"1914","CRH AMERICAS ","CRH AMERICAS ","0"
"1915","CRH AMERICAS MATERIALS ","CRH AMERICAS MATERIALS ","0"
"1916","CRH AMERICAS MATERIALS ","CRH AMERICAS MATERIALS ","0"
"1917","CRH AMERICAS MATERIALS, ","CRH AMERICAS MATERIALS, ","0"
"1918","CRIMSON RESOURCE MANAGEMENT ","ARES MANAGEMENT ","14"
"1919","CRISP COUNTY BOARD OF COMMISSIONERS","SEMINOLE COUNTY BOARD OF COUNTY COMMISSIONERS","18"
"1920","CRISTAL USA ","SASOL USA ","6"
"1921","CRITTENDEN COUNTY AR","RICE COUNTY","11"
"1922","CROCKETT COGENERATION A CALIFORNIA ","SACRAMENTO COGENERATION AUTHORITY","24"
"1923","CROCKETT COGENERATION A CALIFORNIA  PTNR","SACRAMENTO COGENERATION AUTHORITY","27"
"1924","CRODA INTERNATIONABLIC LC","CRODA INTERNATIONABLIC LC","0"
"1925","CROOK COUNTY GOVERNMENT","THE CHARLES COUNTY GOVERNMENT","12"
"1926","CROSSTEX ENERGY SERVICES ","DTE ENERGY CO","16"
"1927","CROSSTEX NORTH TEXAS GATHERING ","NORTHWESTERN ","20"
"1928","CROW WING COUNTY","RICE COUNTY","9"
"1929","CROW WING COUNTY MINNESOTA","STEELE COUNTYINNESOTA","17"
"1930","CROWN PAPER GROUP ","WH GROUP ","11"
"1931","CRUSOE ENERGY SYSTEMS ","OGE ENERGY ","13"
"1932","CSRC USA ","SRI USA","4"
"1933","CSTN  ","SNF  ","3"
"1934","CSTN , ","SNF  ","4"
"1935","CSU TRUSTEES & CSUCI SITE AUTHORITY","SCOTTSBORO SOLID WASTE AUTHORITY","25"
"1936","CSU TRUSTEES AND CSUCI SITE AUTHORITY","RIVANNA SOLID WASTE AUTHORITY","26"
"1937","CULLMAN ENVIRONMENTAL","GFL ENVIRONMENTAL ","9"
"1938","CULLMAN ENVIRONMENTAL ","GFL ENVIRONMENTAL ","8"
"1939","CUMBERLAND COUNTY IMPROVEMENT AUTHORITY","SALEM COUNTY IMPROVEMENT AUTHORITY","13"
"1940","CUMBERLAND COUNTY SOLID WASTE MANAGEMENT","SAN BERNARDINO COUNTY SOLID WASTE MANAGEMENT DIV","18"
"1941","CURATORS OF THE UNIVERSITY OF MISSOURI","THE UNIVERSITY OF IOWA","20"
"1942","CUTRALE CITRUS JUICES USA ","TOTAL  USA ","19"
"1943","CVR ENERGY ","CVR ENERGY ","0"
"1944","CVR ENERGY","CVR ENERGY","0"
"1945","CVR PARTNERS, ","OCI PARTNERS ","5"
"1946","CXA SUNDEVIL  CO, ","SUNOCO, ","12"
"1947","CYPRESS SEMICONDUCTOR ","CYPRESS SEMICONDUCTOR ","0"
"1948","CYTEC INDUSTRIES ","CYTEC INDUSTRIES .","1"
"1949","CABLLO LOCO MIDSTREAM","TRACE MIDSTREAM","12"
"1950","CABOT ","CABOT ","0"
"1951","CABOT OIL & GAS ","CABOT OIL & GAS ","0"
"1952","CADILLAC CASTING","AXIALL ","13"
"1953","CAESARS ENTERTAINMENT ","CAESARS ENTERTAINMENT ","0"
"1954","CAISSE DE DPT ET PLACEMENT DU QUBEC","CAESARS ENTERTAINMENT ","27"
"1955","CALGON CARBON ","SCANA ","10"
"1956","CALIFORNIA DAIRIES","CALIFORNIA RESOURCES ","11"
"1957","CALIFORNIA DEPARTMENT OF STATE HOSPITALS","U.S. DEPARTMENT OF THE ARMY","29"
"1958","CALIFORNIA DEPARTMENT OF WATER RESOURCES","CALIFORNIA RESOURCES ","21"
"1959","CALIFORNIA INSTITUTE OF TECHNOLOGY","CARPENTER TECHNOLOGY ","21"
"1960","CALIFORNIA RESOURCES ","CALIFORNIA RESOURCES ","0"
"1961","CALIFORNIA STEEL INDUSTRIES","SCHNITZER STEEL INDUSTRIES ","14"
"1962","CAINE","CAINE","0"
"1963","CAINE ","CAINE ","0"
"1964","CAINE ORATOIN","CAINE ","7"
"1965","CALUMET LUBRICANTS .P.","CALUMET LUBRICANTS .P.","0"
"1966","CALUMET LUBRICANTS , ","CALUMET LUBRICANTS , ","0"
"1967","CALUMET SPECIALTY PRODUCTS PARTNERS","CALUMET SPECIALTY PRODUCTS PARTNERS","0"
"1968","CALUMET SPECIALTY PRODUCTS PARTNERS.P.","CALUMET SPECIALTY PRODUCTS PARTNERS.P.","0"
"1969","CAMDEN COUNTY GOVERNMENT","THE CHARLES COUNTY GOVERNMENT","11"
"1970","CAMPBELL COUNTYA","CAMPBELL SOUP ","8"
"1971","CAMPBELL COUNTYIRGINIA","ROCKINGHAM COUNTYIRGINIA","12"
"1972","CAMPBELL COUNTYYOMING","CAMPBELL SOUP ","13"
"1973","CAMPBELL SOUP ","CAMPBELL SOUP ","0"
"1974","CAMPBELL SOUP COMPNAY","CAMPBELL SOUP COMPNAY","0"
"1975","CANADA PENSION PLAN INVESTMENT BOARD","TRANSCANADA AMERICAN INVESTMENTS ","23"
"1976","CANTON DROP FORGE","TOWN OF BOURNE","13"
"1977","CANYON COUNTY","SAMPSON COUNTY","7"
"1978","CANYON COUNTY SOLID WASTE DEPARTMENT","TULARE COUNTY SOLID WASTE DEPARTMENT","10"
"1979","CAPE MAY COUNTY MUNICIPAL UTILITIES AUTHORITY","SACRAMENTO MUNICIPAL UTILITY DISTRICT","26"
"1980","CAPITAL FIVE INVESTMENTS","TEXAS INSTRUMENTS ","18"
"1981","CAPITAWER (US )","CAPITAWER ","5"
"1982","CAPITAWER (US )","CAPITAWER ","5"
"1983","CAPITAN ENERGY","COVANTA ENERGY","6"
"1984","CAPITAN ENERGY ","TALEN ENERGY ","6"
"1985","CAPITOL AGGREGATES","UC REGENTS","14"
"1986","CAPITOL AGGREGATES, ","ALLETE, ","14"
"1987","CAPITOL DISTRICT ENERGY CENTER COGENERATION ASSOCIATES","SUNNYSIDE COGENERATION ASSOCIATES","31"
"1988","CARAUSTAR INDUSTRIES","CARAUSTAR INDUSTRIES ","1"
"1989","CARDINAL COGEN","CAINE","9"
"1990","CARDINAL FG","SCANA ","7"
"1991","CARDINAL GLASS INDUSTRIES","LSB INDUSTRIES","13"
"1992","CARDINAL GLASS INDUSTRIES ","LSB INDUSTRIES ","13"
"1993","CARDINAL GLASS INDUSTRIES","LSB INDUSTRIES","13"
"1994","CARESTREAM HEALTH .","ATMEL ","13"
"1995","CARGILL","AXIALL ","6"
"1996","CARGILL CORN MILLING","CORNING ","14"
"1997","CARGILL .","AXIALL ","6"
"1998","CARGILL ","AXIALL ","5"
"1999","CARGILL ORPORATE","CORNING ORPORATED","9"
"2000","CARGILL ORPORATED","CORNING ORPORATED","8"
"2001","CARGILL ","AXIALL ","5"
"2002","CARGILL","AXIALL ","6"
"2003","CARGILRATED","CAINE","8"
"2004","CARGILL,ORPORATED","CORNING ORPORATED","10"
"2005","CARMEUSE LIME & STONE","RIESEL ","16"
"2006","CARMEUSE LIME & STONE, ","LAMB WESTON, ","16"
"2007","CARMEUSE LIME & STONE","RIESEL ","16"
"2008","CARMEUSE LIME AND STONE","RUMPKE WASTE","17"
"2009","CARMEUSE LIME AND STONE .","MECHEL BLUESTONE .","17"
"2010","CARMEUSE LIME AND STONE","RUMPKE WASTE","17"
"2011","CARMEUSE LIME","CREE ","8"
"2012","CARMEUSE NORTH AMERICA","UPM NORTH AMERICA","9"
"2013","CAROLINA STALITE ","CAINE ","11"
"2014","CARPENTER TECHNOLOGY ","CARPENTER TECHNOLOGY ","0"
"2015","CARRIZO OIL & GAS","CARRIZO OIL & GAS","0"
"2016","CARROLL COUNTY GOVERNMENT","THE CHARLES COUNTY GOVERNMENT","10"
"2017","CARROLL COUNTY SOLID WASTE MANAGEMENT COMMISSION","ROME-FLOYD COUNTY SOLID WASTE COMMISSION","22"
"2018","CARROLL GRAYSON GALAX SOLID WASTE AUTHORITY","RIVANNA SOLID WASTE AUTHORITY","20"
"2019","CARSON COGENERATION ","CLARIANT ORTATION","13"
"2020","CARUS ","USG ","4"
"2021","CARVER-MARION-WAREHAM (CMW) REGIONAL REFUSE DISPOSAL DISTRICT","ST LANDRY PARISH WASTE DISPOSAL DISTRICT","43"
"2022","CASCADES  US ","CASCADES ","4"
"2023","CASCADES USA ","CASCADES ","4"
"2024","CASELLA WASTE SYSTEMS","CASELLA WASTE SYSTEMS","0"
"2025","CASTLETON COMMODITIES INTERNATIONAL","MASONITE INTERNATIONAL ","16"
"2026","CAT CANYON RESOURCES","SAMSON RESOURCES","10"
"2027","CATALYST PAPER (SNOWFLAKE) .","TORAY  (USA) ","21"
"2028","CATALYST PAPER OPERATIONS ","TXI OPERATIONS ","15"
"2029","CATAWBA COUNTY","RICE COUNTY","9"
"2030","CATERPILLAR","CATERPILLAR","0"
"2031","CATERPILLAR ","CATERPILLAR ","0"
"2032","CATERPILLAR .","CATERPILLAR .","0"
"2033","CATERPILLAR","CATERPILLAR","0"
"2034","CATOOSA COUNTY","SARPY COUNTY","8"
"2035","CAVANTA ENERGY ","COVANTA ENERGY","3"
"2036","CAVENDISH AMERICA .","REYNOLDS AMERICAN .","10"
"2037","CECIL COUNTY BOARD OF COMMISIONERS","SEMINOLE COUNTY BOARD OF COUNTY COMMISSIONERS","15"
"2038","CEDAR BAY COGENERATION","SEMPRA GENERATION","11"
"2039","CEDAR BAYOU FRACTIONATORS.P.","CARBO CERAMICS .","22"
"2040","CEDAR FALLS MUNICIPAL ELECTRIC UTILITY","PPL ELECTRIC UTILITIES","24"
"2041","CEDAR FALLS MUNICIPAL GAS UTILITY","SCA AMERICAS ","26"
"2042","CEDAR FALLS UTILITIES","NORTHEAST UTILITIES","14"
"2043","CEDAR II POWER ","DOW ","11"
"2044","CEDAR RAPIDS LINN COUNTY","SAMPSON COUNTY","16"
"2045","CEDAR RAPIDS LINN COUNTY SOLID WASTE AGENCY","TUCKER COUNTY SOLID WASTE AUTHORITY","28"
"2046","CELANESE ","CELANESE ","0"
"2047","CELANESE ","CELANESE ","0"
"2048","CELLU TISSUE ","HESS ","10"
"2049","CEMEX","CEMEX","0"
"2050","CENTERPOINT ENERGY RESOURCES ","CENTERPOINT ENERGY RESOURCES ","0"
"2051","CENTERPOINT ENERGY RESOURCES ","CENTERPOINT ENERGY RESOURCES ","0"
"2052","CENTERPOINT ENERGY RESOURCES ","CENTERPOINT ENERGY RESOURCES ","0"
"2053","CENTRAL DISPOSAL","ADVANCED DISPOSAL","11"
"2054","CENTRAL FARMERS COOPERATIVE","ROCK ENERGY COOPERATIVE","16"
"2055","CENTRAL GLASS AMERICA, ","TRANSLOAD AMERICA, ","12"
"2056","CENTRAL HUDSON GAS AND ELECTRIC ","MADISON GAS AND ELECTRIC","12"
"2057","CENTRAL IOWA HEALTH ","TRINITY HEALTH ","13"
"2058","CENTRAL IOWA POWER COOPERATIVE","ROCK ENERGY COOPERATIVE","19"
"2059","CENTRAL MN RENEWABLES","GENERAL MILLS","16"
"2060","CENTRAL MICHIGAN UNIVERSITY","ROWAN UNIVERSITY","15"
"2061","CENTRAL MINNESOTA ETHANOL CO-OP","GENERAL MOTORS CO","22"
"2062","CENTRAL STATES","TRAILSTONE ","11"
"2063","CENTRAL VALLEY FINANCING AUTHORITY","ROANOKE VALLEY RESOURCE AUTHORITY","25"
"2064","CENTRAL VERMONT PUBLIC SERVICE ","NORTHERN INDIANA PUBLIC SERVICE ","21"
"2065","CENTRAL WASTE, ","TRAILSTONE ","10"
"2066","CENTURY ALUMINUM ","CENTURY ALUMINUM ","0"
"2067","CENTURY BRASS WORKS","PETROBRAS USA","14"
"2068","CENTURY CASTINGS ","CENTURY ALUMINUM ","10"
"2069","CERTAINTEED ","CAINE ","6"
"2070","CHALK CLIFF LIMITED","ALLETE","15"
"2071","CHALK CLIFF","HEI","10"
"2072","CHANUTE CITY OF","CAINE ","11"
"2073","CHARLES CITY COUNTY","SARPY COUNTY","11"
"2074","CHARLES COUNTY DEPARTMENT OF PUBLIC FACILITIES","SAN DIEGO COUNTY DEPARTMENT OF PUBLIC WORKS","25"
"2075","CHARLES COUNTYD","RICE COUNTY","8"
"2076","CHARLESTON COUNTY GOVERNMENT","THE CHARLES COUNTY GOVERNMENT","7"
"2077","CHARLOTTE COUNTYL","SARASOTA COUNTYL","9"
"2078","CHARLOTTE PIPE & FOUNDRY ","CHARLOTTE PIPE & FOUNDRY ","0"
"2079","CHARLOTTE PIPE AND FOUNDRY CO.","CHARLOTTE PIPE AND FOUNDRY CO.","0"
"2080","CHARTER MANUFACTURING","TAC MANUFACTURING","8"
"2081","CHARTER MANUFACTURING CO. .","TAC MANUFACTURING","14"
"2082","CHAUTAUQUA COUNTY","RHEA COUNTYN","11"
"2083","CHEMICAL LIME  OF ARIZONA D/B/A LHOIST NORTH AMERICA","MASONITE NORTH AMERICA","34"
"2084","CHEMICAL LIME  OF ARIZONA D/B/A LHOIST NORTH AMERICA OF ARIZONA","PHI ELECTRONICS NORTH AMERICA ","43"
"2085","CHEMICAL LIME  OF MISSOURI D/B/A LHOIST NORTH AMERICA","MASONITE NORTH AMERICA","35"
"2086","CHEMICAL LIME  OF VIRGINIA/B/A LHOIST NORTH AMERICA","MASONITE NORTH AMERICA","33"
"2087","CHEMICAL LIME D/B/A LHOIST NORTH AMERICA","MASONITE NORTH AMERICA","24"
"2088","CHEMTRADE LOGISTICS","TESORO LOGISTICS ","12"
"2089","CHEMTURA ","EQT ","7"
"2090","CHENEY LIME AND CEMENT ","THE MONARCH CEMENT ","16"
"2091","CHENIERE ENERGY ","CHENIERE ENERGY ","0"
"2092","CHESAPEAKE ENERGY ","CHESAPEAKE ENERGY ","0"
"2093","CHESAPEAKE MIDSTREAM PARTNERS, ","DCP MIDSTREAM PARTNERS, ","9"
"2094","CHESTER COUNTY SOLID WASTE AUTHORITY","TUCKER COUNTY SOLID WASTE AUTHORITY","7"
"2095","CHESTERFIELD COUNTY","RICE COUNTY","10"
"2096","CHEVRON","CHEVRON","0"
"2097","CHEVRON ","CHEVRON ","0"
"2098","CHEVRON ","CHEVRON ","0"
"2099","CHEVRON  (HIGHEST-LEVEL  IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY","CHEVRON  (HIGHEST-LEVEL  IN THE OWNERSHIP HIERARCHY OF THE REFINING ASSETS ONLY","0"
"2100","CHEVRON ORTATION","CHEVRON ","8"
"2101","CHEVRON GLOBAWER","CHEVRON ","8"
"2102","CHEVRON GLOBAWER ","CHEVRON ","9"
"2103","CHEVRON PHIL CHEMICAL  ","SHELL CHEMICAL ","12"
"2104","CHEVRON PHIL CHEMICAL , ","SHELL CHEMICAL ","13"
"2105","CHEVRON PIPELINE ","TC PIPELINES ","8"
"2106","CHEVRON TEXACO ","CHEVRON ","7"
"2107","CHEVRON U.S.A ORPORATED","CORNING ORPORATED","14"
"2108","CHEVRON U.S.A ","CHEVRON ","6"
"2109","CHEVRON USA  (CUSA)","CHEVRON ","11"
"2110","CHEVRON USA","CHEVRON ","3"
"2111","CHICAGO WHITE METAL CASTING, ","ORBITAL ATK, ","22"
"2112","CHIEF INDUSTRIES","CF INDUSTRIES","3"
"2113","CHILDREN'S HOSPITAL MEDICAL CENTER","THE MOUNT SINAI MEDICAL CENTER","20"
"2114","CHILDRENS HOSPITAL MEDICAL CENTER","THE MOUNT SINAI MEDICAL CENTER","19"
"2115","CHIPPEWA VALLEY AGRAFUELS COOPERATIVE","ROGUE VALLEY PROPERTIES","26"
"2116","CHRIN BROTHERS .","SNYDER BROTHERS ","10"
"2117","CHROMA OPERATING","TAP ROCK OPERATING","10"
"2118","CHUGACH ELECTRIC ASSOCIATION","S&C ELECTRIC CO","17"
"2119","CIMAREX ENERGY CO.","MGE ENERGY .","8"
"2120","CIMAREX ENERGY CO. OF COLORADO","MGE ENERGY .","20"
"2121","CIMAREX ENERGY ","MGE ENERGY ","6"
"2122","CINER RESOURCES ","CNX RESOURCES ","4"
"2123","CITIZEN ENERGY III","DTE ENERGY ","9"
"2124","CITIZENS ENERGY GROUP","WEC ENERGY GROUP","9"
"2125","CITRUS COUNTY BOARD OF COUNTY COMMISSION","SANTA ROSA COUNTY BOARD OF COUNTY COMMISSIONERS","13"
"2126","CITRUS WORLD","TRANSWORLD OIL","10"
"2127","CITY  BRYAN","ITC  ","8"
"2128","CITY  OF SPRINGFIELD","SPRINGFIELDISSOURI","16"
"2129","CITY COUNCIL OF BALTIMORE","TOWN OF BOURNE","17"
"2130","CITY OF CHARLESTON","THE CITY OF FARGO","13"
"2131","CITY OF VIRGINIA","UNIVERSITY OF VIRGINIA","8"
"2132","CITY UTILITIES OF SPRINGFIELD","UIL  ","24"
"2133","CITY UTILITIES OF SPRINGFIELDISSOURI","SPRINGFIELDISSOURI","18"
"2134","CITY WATER AND LIGHT PLANT OF THE CITY OF JONESBORO","THE GAS BOARD OF THE CITY OF BOAZ","36"
"2135","CITY WATER AND LIGHT OF JONESBOROR","FLORIDA POWER AND LIGHT ","26"
"2136","CITY AND COUNTY OF DENVER","RHEA COUNTYN","19"
"2137","CITY AND COUNTY OF DENVERDEPARTMENT OF ENVIRONMENTAL HEALTHUITE 310","US DEPARTMENT OF ENERGY","52"
"2138","CITY AND COUNTY OF HONOLULU","RHEA COUNTYN","21"
"2139","CITY IF FREMONTE","ITC  ","13"
"2140","CITY OF AKRONHIO","STATE OF OHIO","11"
"2141","CITY OF ALAMOGORDO","THE CITY OF FARGO","13"
"2142","CITY OF ALAMOGORDO PUBLIC WORKS DEPARTMENT","SAN JOAQUIN COUNTY PUBLIC WORKS DEPARTMENT","28"
"2143","CITY OF ALBANY","ITC  ","11"
"2144","CITY OF ALBEMARLE","ALBEMARLE ","9"
"2145","CITY OF ALBEMARLE LANDFILL","T S LANDFILL","16"
"2146","CITY OF ALBUQUERQUE","TOWN OF BOURNE","15"
"2147","CITY OF ALCOA","ALCOA ","9"
"2148","CITY OF ALEXANDRIA","SOJITZ  OF AMERICA","14"
"2149","CITY OF AMARILLO","THE CITY OF FARGO","11"
"2150","CITY OF AMES","ITC  ","9"
"2151","CITY OF AMESA","ITC  ","10"
"2152","CITY OF AMESOWA","ITC  ","12"
"2153","CITY OF ANAHEIM","THE CITY OF ANAHEIM","4"
"2154","CITY OF ANAHEIMUBLIC UTILITIES DEPARTMENT","THE CITY OF ANAHEIM","30"
"2155","CITY OF ANN ARBOR (MUNICIPALLY OWNED)","TOWN OF COLONIE","30"
"2156","CITY OF ANN ARBORICHIGAN (MUNICIPALLY OWNED)","THE CITY OF ANAHEIM","35"
"2157","CITY OF ARLINGTON","THE CITY OF FARGO","10"
"2158","CITY OF ATLANTA","ITC  ","12"
"2159","CITY OF AUBURN","TOWN OF BOURNE","10"
"2160","CITY OF AUSTIN","ITC  ","11"
"2161","CITY OF AUSTIN MINNESOTA","STATE OF MINNESOTA","14"
"2162","CITY OF AVENAL","ITC  ","11"
"2163","CITY OF BAKERSFIELD","ITC  ","16"
"2164","CITY OF BATH","ITC  ","9"
"2165","CITY OF BATON ROUGE","THE CITY OF FARGO","14"
