"","V1","V2","V3"
"1802","CITY OF LINDEN","OCI NV","12"
"1803","CITY OF LITTLE ROCK","SCI LLC","14"
"1804","CITY OF LITTLE ROCK ARKANSAS","SCI LLC","23"
"1805","CITY OF LOGAN","OCI NV","11"
"1806","CITY OF LOGAN UTAH","LONZA","15"
"1807","CITY OF LOMPOC","SCI LLC","11"
"1808","CITY OF LOMPOC CALIFORNIA","FMC CORP","19"
"1809","CITY OF LONG BEACH","LONZA","15"
"1810","CITY OF LONG BEACH CALIFORNIA","POLYONE CORP","23"
"1811","CITY OF LOS ANGELES","GOOGLE","15"
"1812","CITY OF LOS ANGELES CA","SCI LLC","17"
"1813","CITY OF LOS ANGELES CALIFORNIA","ITC HOLDINGS CORP","23"
"1814","CITY OF LOS ANGELES DEPARTMENT OF AIRPORTS","CELANESE CORP","33"
"1815","CITY OF LOS ANGELES DEPARTMENT OF WATER & POWER","CAPITAL POWER CORP","37"
"1816","CITY OF LOVELAND COLORADO","INTEL CORP","19"
"1817","CITY OF LUBBOCK TEXAS","SCI LLC","18"
"1818","CITY OF LUBBOCK TEXAS TEXAS","SCI LLC","24"
"1819","CITY OF MARTINSVILLE","OCI NV","16"
"1820","CITY OF MARYVILLE","SCI LLC","14"
"1821","CITY OF MARYVILLE TENNESSEE","UC REGENTS","23"
"1822","CITY OF MEMPHIS","HEI","14"
"1823","CITY OF MEMPHIS TENNESSEE","CEMEX","22"
"1824","CITY OF MESA","CEMEX","11"
"1825","CITY OF MESA ARIZONA","DIODES INC","16"
"1826","CITY OF MIDLAND MICHIGAN","DOW INC","21"
"1827","CITY OF MIDLAND TEXAS","CEMEX","18"
"1828","CITY OF MIDLAND TEXAS TEXAS","CEMEX","24"
"1829","CITY OF MODESTO","CEMEX","14"
"1830","CITY OF MODESTO CALIFORNIA","DIODES INC","20"
"1831","CITY OF MONTGOMERY","GE","16"
"1832","CITY OF MONTGOMERY ALABAMA","FORD MOTOR CO","23"
"1833","CITY OF MORGAN CITY","MORGAN STANLEY","15"
"1834","CITY OF MORRILTON AR","LONZA","17"
"1835","CITY OF MORRILTON ARKANSAS","LONZA","23"
"1836","CITY OF MORRIS ILLINOIS","SCI LLC","20"
"1837","CITY OF MOUNTAIN VIEW","OCI NV","17"
"1838","CITY OF MT PLEASANT","OCI NV","17"
"1839","CITY OF MURRAY","UNIT CORP","13"
"1840","CITY OF MURRAY KENTUCKY","CORTEVA INC","20"
"1841","CITY OF NACOGDOCHES","GE","17"
"1842","CITY OF NASHUA DEPARTMENT OF PUBLIC WORKS","MONARCH CEMENT CO","32"
"1843","CITY OF NEW YORK","INTEL CORP","14"
"1844","CITY OF NEW YORK DEPARTMENT OF SANITATION (DSNY)","TAIHEIYO CEMENT USA INC","41"
"1845","CITY OF NEW YORK NEW YORK","POLYONE CORP","21"
"1846","CITY OF NEWTON IOWA","ONEOK Inc","16"
"1847","CITY OF NORTHAMPTON MASSACHUSETTS","KRATON CO","28"
"1848","CITY OF NORWICH CONNECTICUT","ARCONIC CORP","23"
"1849","CITY OF NORWICH CT","OCI NV","16"
"1850","CITY OF OKMULGEE OKLAHOMA","SCI LLC","22"
"1851","CITY OF ORLANDO","OCI NV","13"
"1852","CITY OF ORRVILLE","SCI LLC","13"
"1853","CITY OF ORRVILLE OHIO","SCI LLC","18"
"1854","CITY OF OXNARD","OCI NV","12"
"1855","CITY OF PAINESVILLE","OCI NV","15"
"1856","CITY OF PAINESVILLE OHIO","OCI NV","20"
"1857","CITY OF PALO ALTO","SCI LLC","14"
"1858","CITY OF PALO ALTO CALIFORNIA","ALCOA CORP","22"
"1859","CITY OF PAMPA","UAMPS","12"
"1860","CITY OF PAMPA TEXAS","UAMPS","16"
"1861","CITY OF PASADENA","OCI NV","14"
"1862","CITY OF PASADENA CALIFORNIA","CASCADES INC","21"
"1863","CITY OF PENSACOLA","OCI NV","15"
"1864","CITY OF PENSACOLA FLORIDA","INTEL CORP","21"
"1865","CITY OF PERRYVILLE","SCI LLC","15"
"1866","CITY OF PERRYVILLE MISSOURI","INTEL CORP","23"
"1867","CITY OF PHOENIX","HEI","12"
"1868","CITY OF PHOENIX ARIZONA","HEI","20"
"1869","CITY OF PONCA CITY","TOMPC LLC","15"
"1870","CITY OF PONCA CITY OKLAHOMA","KRATON CO","24"
"1871","CITY OF PORT ARTHUR","PHH","18"
"1872","CITY OF RALEIGH","HEI","14"
"1873","CITY OF RAPID CITY","UNIT CORP","15"
"1874","CITY OF RAPID CITY SOUTH DAKOTA","PACIFIC ETHANOL","26"
"1875","CITY OF REDDING","OCI NV","13"
"1876","CITY OF REDDING CALIFORNIA","ITC HOLDINGS CORP","19"
"1877","CITY OF REDLANDS MUNICIPAL UTILITIE DEPARTMENT","SACRAMENTO MUNICIPAL UTILITY DISTRICT","33"
"1878","CITY OF REDLANDS MUNICIPAL UTILITIES DEPARTMENT","ESSENTIAL UTILITIES INC","34"
"1879","CITY OF RENSSELAER GAS UTILITY","XCEL ENERGY","25"
"1880","CITY OF RICHLAND WASHINGTON","ASHLAND INC","22"
"1881","CITY OF RICHMOND","OCI NV","14"
"1882","CITY OF RICHMOND VIRGINIA","CORNING INC","20"
"1883","CITY OF RIVERSIDE PUBLIC UTILITY","CREE INC","26"
"1884","CITY OF RIVERVIEW","OCI NV","15"
"1885","CITY OF RIVERVIEW MICHIGAN","CREE INC","20"
"1886","CITY OF SALINA","OCI NV","12"
"1887","CITY OF SALINA KANSAS","OCI NV","19"
"1888","CITY OF SALLISAW","SCI LLC","13"
"1889","CITY OF SALLISAW OKLAHOMA","SCI LLC","22"
"1890","CITY OF SAN ANGELO LANDFILL","T S LANDFILL, INC","20"
"1891","CITY OF SAN ANTONIO","MONSANTO CO","16"
"1892","CITY OF SAN ANTONIO TEXAS","MONSANTO CO","22"
"1893","CITY OF SAN DIEGO","OCI NV","15"
"1894","CITY OF SAN JOSE CA","MONSANTO CO","16"
"1895","CITY OF SAN JOSE CALIFORNIA","MONSANTO CO","22"
"1896","CITY OF SAN MARCOS","KRATON CO","15"
"1897","CITY OF SAN MARCOS TEXAS","KRATON CO","21"
"1898","CITY OF SANTA CLARA CA","HF SINCLAIR CORP","18"
"1899","CITY OF SANTA CLARA CALIFORNIA","HF SINCLAIR CORP","22"
"1900","CITY OF SANTA MARIA","OCI NV","17"
"1901","CITY OF SAVANNAH SANITATION BUREAU","MONSANTO CO","29"
"1902","CITY OF SCOTTSBORO","UNIT CORP","15"
"1903","CITY OF SCOTTSBORO ALABAMA","UNIT CORP","23"
"1904","CITY OF SEATTLE (SEATTLE CITY LIGHT DEPARTMENT)","KYOEI STEEL LTD","38"
"1905","CITY OF SHREVEPORT","UNIT CORP","15"
"1906","CITY OF SHREVEPORT LOUISIANA","CREE INC","22"
"1907","CITY OF SIOUX FALLS","SCI LLC","16"
"1908","CITY OF SIOUX FALLS SOUTH DAKOTA","US DOE","28"
"1909","CITY OF SNYDER","OCI NV","12"
"1910","CITY OF SNYDER TEXAS","CEMEX","17"
"1911","CITY OF SPOKANE","OCI NV","13"
"1912","CITY OF SPOKANE WASHINGTON","COVANCE INC","21"
"1913","CITY OF SPRINGFIELD","CORNING INC","16"
"1914","CITY OF SPRINGFIELD DEPARTMENT OF PUBLIC WORKS","HF SINCLAIR CORP","38"
"1915","CITY OF SPRINGFIELD ILLINOIS","CORNING INC","21"
"1916","CITY OF ST GEORGE","GE","15"
"1917","CITY OF ST GEORGE UTAH","KYOEI STEEL LTD","19"
"1918","CITY OF ST JAMES","UAMPS","15"
"1919","CITY OF ST JOSEPH","SK E&P","15"
"1920","CITY OF ST JOSEPH MISSOURI","KIA MOTORS CORP","23"
"1921","CITY OF STAUNTON","OCI NV","14"
"1922","CITY OF STAUNTON VIRGINIA","OCI NV","21"
"1923","CITY OF SUPERIOR WISCONSIN","JM SMUCKER CO","23"
"1924","CITY OF TACOMA","IDACORP","13"
"1925","CITY OF TACOMA WASHINGTON","ARCOSA INC","21"
"1926","CITY OF TALLAHASSEE","SCI LLC","16"
"1927","CITY OF TALLAHASSEE FLORIDA","ALTAGAS LTD","22"
"1928","CITY OF TAMPA","UAMPS","12"
"1929","CITY OF TAMPA FLORIDA","APA CORP","17"
"1930","CITY OF THOMASVILLE","SCI LLC","16"
"1931","CITY OF THOMASVILLE GEORGIA","HEI","24"
"1932","CITY OF TIFTON","OCI NV","12"
"1933","CITY OF TIFTON GEORGIA","GE","20"
"1934","CITY OF TOLEDO","GOOGLE","12"
"1935","CITY OF TOLEDO OHIO","GOOGLE","17"
"1936","CITY OF TUCSON ENVIRONMENTAL SERVICES","GFL ENVIRONMENTAL INC","22"
"1937","CITY OF TUSCON ENVIRONMENTAL SERVICES","GFL ENVIRONMENTAL INC","22"
"1938","CITY OF TYLER","SCI LLC","12"
"1939","CITY OF UNALASKA","OCI NV","14"
"1940","CITY OF UNALASKA ALASKA","SCI LLC","20"
"1941","CITY OF UNION","OCI NV","11"
"1942","CITY OF UNION SOUTH CAROLINA","PACIFIC ETHANOL","23"
"1943","CITY OF VERMILLION SD","SCI LLC","18"
"1944","CITY OF VERMILLION SOUTH DAKOTA","ITC HOLDINGS CORP","28"
"1945","CITY OF VERNON","OCI NV","12"
"1946","CITY OF VERNON CALIFORNIA","MATERION CORP","20"
"1947","CITY OF VICTORIA","UNIT CORP","13"
"1948","CITY OF VINELAND","OCI NV","14"
"1949","CITY OF VINELAND NEW JERSEY","COVANTA ENERGY","21"
"1950","CITY OF VIRGINIA","OCI NV","14"
"1951","CITY OF VIRGINIA MINNESOTA","CORNING INC","21"
"1952","CITY OF WACO","IDACORP","11"
"1953","CITY OF WATERTOWN","OCI NV","15"
"1954","CITY OF WATERTOWN SOUTH DAKOTA","KRATON CO","27"
"1955","CITY OF WATSONVILLE DEPARTMENT OF PUBLIC WORKS & UTILITIES","ALGONQUIN POWER & UTILITIES CORP","48"
"1956","CITY OF WAYNESBORO","OCI NV","16"
"1957","CITY OF WAYNESBORO VIRGINIA","COVANCE INC","22"
"1958","CITY OF WHITTIER","HEI","15"
"1959","CITY OF WICHITA","DOW INC","14"
"1960","CITY OF WICHITA FALLS","SCI LLC","18"
"1961","CITY OF WICHITA FALLS TEXAS","SCI LLC","24"
"1962","CITY OF WICHITA KANSAS","OCI NV","18"
"1963","CITY OF WILLMAR MINNESOTA","CATERPILLAR INC","20"
"1964","CITY OF WILMINGTON","OCI NV","16"
"1965","CITY OF WILMINGTON DELAWARE","ITC HOLDINGS CORP","24"
"1966","CITY OF WINFIELD KS","OCI NV","17"
"1967","CITY OF WINSTON-SALEM","GOOGLE","19"
"1968","CITY PUBLIC SERVICES OF SAN ANTONIO","PUBLIC SERVICE CO OF NEW MEXICO","22"
"1969","CITY PUBLIC SERVICES OF SAN ANTONIO TEXAS","PUBLIC SERVICE CO OF NEW MEXICO","28"
"1970","CITY UTILITIES OF SPRINGFIELD","ESSENTIAL UTILITIES INC","24"
"1971","CITY UTILITIES OF SPRINGFIELD MISSOURI","ESSENTIAL UTILITIES INC","33"
"1972","CITY WATER & LIGHT OF JONESBORO","FLORIDA POWER & LIGHT CO","25"
"1973","CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO","SALT LAKE CITY CORP","38"
"1974","CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO ARKANSAS","SALT LAKE CITY CORP","47"
"1975","CIVITAS RESOURCES INC","AGL RESOURCES INC","8"
"1976","CJM OF FLORIDA LLC","SCI LLC","13"
"1977","CJM of Florida, LLC","Solae, LLC","13"
"1978","CK TECHNOLOGIES INC","MICRON TECHNOLOGY INC","10"
"1979","CLARIANT CORP","INTEL CORP","7"
"1980","CLARION INDUSTRIES INC","LSB INDUSTRIES INC","8"
"1981","CLARIOS LLC","SCI LLC","6"
"1982","CLARK COUNTY BOARD OF COMMISSIONERS","ALCOA CORP","29"
"1983","CLARK PUBLIC UTILITIES","ABB LTD","19"
"1984","CLARKE-MOBILE COUNTIES GAS DISTRICT","AEMETIS INC","26"
"1985","CLARKSDALE PUBLIC UTILITIES COMMISSION","ESSENTIAL UTILITIES INC","29"
"1986","CLAY ENDICOTT PRODUCTS CO","ELANCO US INC","18"
"1987","CLAYTON COUNTY BOARD OF COMMISSIONERS","ALCOA CORP","31"
"1988","CLAYTON DUBILIER & RICE","DEERE & CO","19"
"1989","CLAYTON DUBILIER & RICE LLC","SCI LLC","22"
"1990","CLAYTON WILLIAMS ENERGY INC","CLEARWAY ENERGY INC","14"
"1991","CLEAN ENERGY FUTURES - LORDSTOWN LLC","TALEN ENERGY CORP","27"
"1992","CLEAN HARBORS INC","CLEAN HARBORS INC","0"
"1993","CLEAN HARBORS LLC","CLEAN HARBORS INC","4"
"1994","CLEAR AIR FORCE STATION","CLEAN HARBORS INC","16"
"1995","CLEARWATER PAPER CORP","CLEARWATER PAPER CORP","0"
"1996","CLEARWAY ENERGY GROUP LLC","CLEARWAY ENERGY INC","10"
"1997","CLEARWAY ENERGY INC","CLEARWAY ENERGY INC","0"
"1998","CLEARWAY ENERGY, INC","CLEARWAY ENERGY, INC","0"
"1999","CLECO CAJUN LLC","CLECO CORP","11"
"2000","CLECO CORP","CLECO CORP","0"
"2001","CLECO CORPORATE HOLDINGS LLC","POST HOLDINGS INC","17"
"2002","CLECO CORPORATE HOLDINGS, LLC","POST HOLDINGS INC","18"
"2003","CLECO Corporate Holdings, LLC","Rupert Holdings, LLC","15"
"2004","CLEO CORPORATE HOLDINGS LLC","POST HOLDINGS INC","16"
"2005","CLEVELAND CLIFFS INC","CLEVELAND CLIFFS INC","0"
"2006","CLEVELAND CLINIC","CLEVELAND CLIFFS INC","6"
"2007","CLEVELAND COUNTY HEALTH DEPARTMENT","CLEVELAND CLIFFS INC","26"
"2008","CLEVELAND THERMAL LLC","CLEVELAND CLIFFS INC","15"
"2009","CLEVELAND THERMAL, LLC","CLEVELAND CLIFFS INC","16"
"2010","CLEVELAND-CLIFFS INC","CLEVELAND-CLIFFS INC","0"
"2011","CLF PinnOak LLC","Linde LLC","10"
"2012","CLIFFS NATURAL RESOURCES","CLIFFS NATURAL RESOURCES","0"
"2013","CLINTON COUNTY AREA SOLID WASTE AGENCY","JOHNSON CONTROLS INC","28"
"2014","CLINTON COUNTY SOLID WASTE AUTHORITY","SALINAS VALLEY SOLID WASTE AUTHORITY","18"
"2015","CLOVER FLAT LANDFILL INC","T S LANDFILL, INC","13"
"2016","CLOVER FLAT LANDFILL, INC","T S LANDFILL, INC","12"
"2017","CM Holdings, Inc.","Post Holdings, Inc.","6"
"2018","CML EXPLORATION LLC","KRATON CO","14"
"2019","CML Exploration, LLC","Tana Exploration Co LLC","11"
"2020","CMO INC","DOW INC","4"
"2021","CMO, Inc.","CEMEX, Inc.","4"
"2022","CMS ENERGY CORP","CMS ENERGY CORP","0"
"2023","CMS Energy","CMS Energy","0"
"2024","CMS Energy Corporation","CMS Energy Corporation","0"
"2025","CMS Generation Filer City Inc.","Greif Inc.","22"
"2026","CNX Gas Company","3M Company","9"
"2027","CNX RESOURCES CORP","CNX RESOURCES CORP","0"
"2028","CNX Resources Corp","CNX Resources Corp","0"
"2029","COAL RIVER MINING, L.L.C.","COEUR MINING INC","15"
"2030","COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY","SALINAS VALLEY SOLID WASTE AUTHORITY","27"
"2031","COE BRIDGEWATER LLC C/O THOR EQUITIES LLC","GENERAL MOTORS LLC","29"
"2032","COE Bridgewater LLC c/o Thor Equities, LLC","General Motors, LLC","35"
"2033","COEUR MINING INC","COEUR MINING INC","0"
"2034","COFFEE COUNTY COMMISSION","CLECO CORP","20"
"2035","COG OPERATING, LLC","SCI LLC","13"
"2036","COGENT MIDSTREAM WESTEX LLC","ANTERO MIDSTREAM LLC","15"
"2037","COGENTRIX ENERGY","MGE ENERGY","8"
"2038","COGENTRIX ENERGY LLC","GENESIS ENERGY LP","11"
"2039","COLLEGIATE MIDSTREAM LLC","ANTERO MIDSTREAM LLC","10"
"2040","COLLUMS LUMBER MILL INC","COEUR MINING INC","17"
"2041","COLORADO BEND 1 POWER LLC","CREE INC","21"
"2042","COLORADO SPRINGS UTILITIES","CONOCO PHILLIPS","21"
"2043","COLORADO STATE UNIVERSITY SYSTEM","MORGAN STANLEY","26"
"2044","COLSTRIP ENERGY LP","GENESIS ENERGY LP","11"
"2045","COLT MIDSTREAM LLC","DCP MIDSTREAM LP","8"
"2046","COLUMBIA CITY OF (INC)","IDACORP INC","17"
"2047","COLUMBIA COUNTY FL","3M CO","15"
"2048","COLUMBIA COUNTY GA","LONZA","15"
"2049","COLUMBIA COUNTY GEORGIA","UGI CORP","19"
"2050","COLUMBIA PIPELINE GROUP","PEMBINA PIPELINE CORP","12"
"2051","COLUMBIAN CHEMICALS CO","EASTMAN CHEMICAL CO","11"
"2052","COLUMBUS CONSOLIDATED GOVERNMENT","CONSOLIDATED EDISON INC","23"
"2053","COLUMBUS GEORGIA CONSOLIDATED GOVERNMENT","CONSOLIDATED EDISON INC","31"
"2054","COMMERCIAL BRICK CO","COMMERCIAL METALS CO","11"
"2055","COMMERCIAL BRICK CORP","COMMERCIAL METALS CO","13"
"2056","COMMERCIAL METALS CO","COMMERCIAL METALS CO","0"
"2057","COMMERCIAL METALS COMPANY","COMMERCIAL METALS COMPANY","0"
"2058","COMMONWEALTH ENVIRONMENTAL SYSTEMS","GFL ENVIRONMENTAL INC","23"
"2059","COMMONWEALTH OF MASSACHUSETTS","MONSANTO CO","24"
"2060","COMMONWEALTH OF VIRGINIA","DOW INC","21"
"2061","COMMONWEALTH PLYWOOD CO, LTD","MONSANTO CO","21"
"2062","COMMONWEALTH ROLLED PRODUCTS INC","MAXIM INTEGRATED PRODUCTS INC","19"
"2063","COMMUNITY ECO POWER LLC","UNIT CORP","16"
"2064","COMMUNITY REFUSE SERVICE, INC","EOG RESOURCES, INC","21"
"2065","COMPASS MINERALS","COMPASS MINERALS","0"
"2066","COMPASS MINERALS INTERNATIONAL INC","COMPASS MINERALS INTERNATIONAL INC","0"
"2067","COMPASS PRODUCTION PARTNERS LP","ENTERPRISE PRODUCTS PARTNERS LP","17"
"2068","COMPASS PRODUCTION PARTNERS, LP","ENTERPRISE PRODUCTS PARTNERS, LP","17"
"2069","COMPLETE PAPER INC","KOPPERS INC","11"
"2070","COMSTOCK RESOURCES","COMSTOCK RESOURCES","0"
"2071","COMSTOCK RESOURCES INC","COMSTOCK RESOURCES INC","0"
"2072","COMSTOCK RESOURCES, INC.","COMSTOCK RESOURCES, INC.","0"
"2073","COMVEST US PIPE HOLDINGS LLC","POST HOLDINGS INC","17"
"2074","CONAGRA BRANDS INC","CONAGRA BRANDS INC","0"
"2075","CONAGRA FOODS INC","CONAGRA FOODS INC","0"
"2076","CONAGRA FOODS Packaged Foods LLC","ConAgra Foods Packaged Foods LLC","18"
"2077","CONCHO RESOURCES INC","ARCH RESOURCES INC","6"
"2078","CONESTOGA ENERGY HOLDINGS LLC","CONSOL ENERGY INC","14"
"2079","CONESTOGA ENERGY PARTNERS LLC","MARKWEST ENERGY PARTNERS LP","14"
"2080","CONFLUENCE DJ LLC","SCI LLC","14"
"2081","CONOCO PHILLIPS","CONOCO PHILLIPS","0"
"2082","CONOCOPHILLIPS","CONOCOPHILLIPS","0"
"2083","CONOCOPHILLIPS CO","CONOCOPHILLIPS CO","0"
"2084","CONOPCO INC","COVANCE INC","6"
"2085","CONSOL ENERGY INC","CONSOL ENERGY INC","0"
"2086","CONSOL Energy","CONSOL Energy","0"
"2087","CONSOL Energy Inc.","CONSOL Energy Inc.","0"
"2088","CONSOLIDATED EDISON INC","CONSOLIDATED EDISON INC","0"
"2089","CONSOLIDATED PRECISION PRODUCTS","CONSOLIDATED EDISON INC","14"
"2090","CONSOLIDATED WY MUNICIPALITIES ELECTRIC POWER SYSTEM","AMERICAN ELECTRIC POWER","35"
"2091","CONSTELLATION ENERGY GROUP","CONSTELLATION ENERGY GROUP","0"
"2092","CONSTELLIUM NV","CONSTELLIUM NV","0"
"2093","CONTANGO RESOURCES LLC","MONTAGE RESOURCES CORP","10"
"2094","CONTINENTAL BUILDING PRODUCTS OPERATING CO LLC","CONTINENTAL RESOURCES INC","29"
"2095","CONTINENTAL CARBON CO","CONTINENTAL RESOURCES INC","14"
"2096","CONTINENTAL CASTING LLC","CONTINENTAL RESOURCES INC","14"
"2097","CONTINENTAL ENERGY SYSTEMS","COVANTA ENERGY","16"
"2098","CONTINENTAL GRAIN CO","CONTINENTAL RESOURCES INC","13"
"2099","CONTINENTAL REFINING CO LLC","CONTINENTAL RESOURCES INC","18"
"2100","CONTINENTAL RESOURCES INC","CONTINENTAL RESOURCES INC","0"
"2101","CONTINENTAL TIRE THE AMERICAS LLC","CONTINENTAL RESOURCES INC","20"
"2102","CONTITECH NORTH AMERICA INC","CRH AMERICAS INC","13"
"2103","CONTOURGLOBAL","GOOGLE","11"
"2104","CONTRAN CORP","ALCOA CORP","6"
"2105","CONTURA ENERGY","COVANTA ENERGY","4"
"2106","CONTURA ENERGY INC","CVR ENERGY INC","6"
"2107","CONTURA ENERGY LLC","COVANTA ENERGY","8"
"2108","CONVERGEN ENERGY","MGE ENERGY","8"
"2109","COOK INLET ENERGY LLC","SABINAL ENERGY LLC","11"
"2110","COOPER RIVER PARTNERS LLC","COOPER TIRE & RUBBER CO","18"
"2111","COOPER RIVER PARTNERS, LLC","DCP MIDSTREAM PARTNERS, LP","18"
"2112","COOPER TIRE & RUBBER CO","COOPER TIRE & RUBBER CO","0"
"2113","COOPER TIRE & RUBBER COMPANY","COOPER TIRE & RUBBER COMPANY","0"
"2114","COOPER TIRE AND RUBBER CO","COOPER TIRE AND RUBBER CO","0"
"2115","COOPERATIVE ENERGY","COVANTA ENERGY","10"
"2116","COOPERATIVE ENERGY A MISSISSIPPI ELECTRIC COOPERATIVE","GENERAL ELECTRIC CO","38"
"2117","COPANO ENERGY, LLC","CONSOL ENERGY INC","9"
"2118","COPANO PIPELINES/ROCKY MOUNTAINS LLC","CONSOL ENERGY INC","25"
"2119","COPPER VALLEY ELECTRIC ASSOC","GENERAL ELECTRIC CO","17"
"2120","COPPER VALLEY ELECTRIC ASSOC INC","CRH AMERICAS INC","20"
"2121","COPREX LLC","SCI LLC","7"
"2122","CORDIA LLC","SCI LLC","5"
"2123","CORE ENERGY LLC","CVR ENERGY INC","7"
"2124","CORN BELT POWER COOPERATIVE","CAPITAL POWER CORP","21"
"2125","CORN LP","IDACORP","6"
"2126","CORN PLUS ETHANOL","MORGAN STANLEY","13"
"2127","CORN PRODUCTS INTERNATIONAL, INC","HAYNES INTERNATIONAL INC","16"
"2128","CORN, LP","IDACORP","7"
"2129","CORNELL UNIVERSITY","XCEL ENERGY","13"
"2130","CORNERSTONE CHEMICAL COMPANY","EASTMAN CHEMICAL COMPANY","10"
"2131","CORNING INC","CORNING INC","0"
"2132","CORONA ENERGY PARTNERS LTD","MARKWEST ENERGY PARTNERS LP","15"
"2133","CORONA ENERGY PARTNERS, LTD","MARKWEST ENERGY PARTNERS, LP","15"
"2134","CORONADO COAL LLC","The LYCRA CO LLC","13"
"2135","CORONADO GROUP LLC","ALTRIA GROUP INC","14"
"2136","CORONADO MIDSTREAM LLC","ANTERO MIDSTREAM LLC","10"
"2137","CORP OF THE PRESIDENT OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS","MONTAGE RESOURCES CORP","60"
"2138","CORRAL DE PIEDRA LAND CO","DEERE & CO","18"
"2139","CORTERRA ENERGY, LLC","DTE ENERGY CO","11"
"2140","CORTEVA INC","CORTEVA INC","0"
"2141","CORTLAND COUNTY HIGHWAY DEPARTMENT","ELANCO US INC","29"
"2142","COTERRA ENERGY INC","CVR ENERGY INC","6"
"2143","COTTON DRAW MIDSTREAM LLC","TALL OAK MIDSTREAM LLC","13"
"2144","COULTER COS INC","ARCOSA INC","9"
"2145","COUNCIL OF DORCHESTER COUNTY","UC REGENTS","22"
"2146","COUNTRYMARK COOPERATIVE HOLDING CORP","COVANTA HOLDING CORP","20"
"2147","COUNTRYMARK COOPERATIVE LLP","DOMTAR CORP","20"
"2148","COUNTY OF ADA","LONZA","12"
"2149","COUNTY OF ADA IDAHO","US DOE","17"
"2150","COUNTY OF ALAMANCE","GOOGLE","16"
"2151","COUNTY OF ALAMANCE NORTH CAROLINA","SAINT GOBAIN NORTH AMERICA","25"
"2152","COUNTY OF ALLEN","GOOGLE","13"
"2153","COUNTY OF ALLEN KANSAS","GOOGLE","20"
"2154","COUNTY OF AMHERST","UAMPS","14"
"2155","COUNTY OF ANGELINA","CORNING INC","15"
"2156","COUNTY OF ANGELINA TEXAS","GOOGLE","20"
"2157","COUNTY OF ANNE ARUNDEL","UNIT CORP","19"
"2158","COUNTY OF ANNE ARUNDEL MARYLAND","COVANTA ENERGY","25"
"2159","COUNTY OF AUGUSTA","LONZA","16"
"2160","COUNTY OF AUGUSTA VIRGINIA","ECOVYST INC","21"
"2161","COUNTY OF AUGUSTA-RICHMOND","ECOVYST INC","23"
"2162","COUNTY OF BARTHOLOMEW","UNIT CORP","18"
"2163","COUNTY OF BARTHOLOMEW INDIANA","CORTEVA INC","24"
"2164","COUNTY OF BEDFORD VA","UNIT CORP","17"
"2165","COUNTY OF BEDFORD VIRGINIA","DOW INC","23"
"2166","COUNTY OF BLACK HAWK","LONZA","19"
"2167","COUNTY OF BLACK HAWK IOWA","MONSANTO CO","22"
"2168","COUNTY OF BLOUNT","LONZA","15"
"2169","COUNTY OF BLOUNT TENNESSEE","GOOGLE","24"
"2170","COUNTY OF BRADLEY TN","UNIT CORP","17"
"2171","COUNTY OF BREVARD","UNIT CORP","14"
"2172","COUNTY OF BREVARD FLORIDA","CORTEVA INC","20"
"2173","COUNTY OF BROWN SOUTH DAKOTA","US DOE","24"
"2174","COUNTY OF BUNCOMBE NC","COVANCE INC","16"
"2175","COUNTY OF BUNCOMBE NORTH CAROLINA","SAINT GOBAIN NORTH AMERICA","25"
"2176","COUNTY OF BUTTE","US DOE","13"
"2177","COUNTY OF CAMPELL WYOMING","COVANCE INC","20"
"2178","COUNTY OF CANYON IDAHO","MONSANTO CO","19"
"2179","COUNTY OF CATAWBA","LONZA","16"
"2180","COUNTY OF CATAWBA NORTH CAROLINA","SAINT GOBAIN NORTH AMERICA","24"
"2181","COUNTY OF CHARLOTTE","MONSANTO CO","16"
"2182","COUNTY OF CHARLOTTE FLORIDA","UNIT CORP","22"
"2183","COUNTY OF CHAUTAUQUA","LONZA","19"
"2184","COUNTY OF CHAUTAUQUA NEW YORK","UNIT CORP","24"
"2185","COUNTY OF CLARK","UNIT CORP","12"
"2186","COUNTY OF CLARK INDIANA","ONEOK Inc","20"
"2187","COUNTY OF CLAYTON","MONSANTO CO","14"
"2188","COUNTY OF CLAYTON GEORGIA","UNIT CORP","20"
"2189","COUNTY OF COLUMBIA","MONSANTO CO","15"
"2190","COUNTY OF COLUMBIA FLORIDA","UNIT CORP","21"
"2191","COUNTY OF CORTLAND","UNIT CORP","13"
"2192","COUNTY OF CORTLAND NEW YORK","UNIT CORP","22"
"2193","COUNTY OF CRAWFORD","UNIT CORP","13"
"2194","COUNTY OF CRAWFORD OHIO","UNIT CORP","18"
"2195","COUNTY OF CRISP","UNIT CORP","10"
"2196","COUNTY OF CRISP GEORGIA","UNIT CORP","18"
"2197","COUNTY OF CROOK","MONSANTO CO","12"
"2198","COUNTY OF CROOK OREGON","UNIT CORP","17"
"2199","COUNTY OF DANE PUTLIC WORKS SOLID WASTE DIV","JOHNSON CONTROLS INC","37"
"2200","COUNTY OF DAVIDSON","US DOE","16"
"2201","COUNTY OF DAVIDSON NORTH CAROLINA","SAINT GOBAIN NORTH AMERICA","23"
"2202","COUNTY OF DECATUR","UNIT CORP","14"
