PNM RESOURCES INC,PNM
POET BIOREFINING LLC,N/A
POET Biorefining Cloverdale,N/A
POET Biorefining LLC,N/A
"POET Biorefining, LLC",N/A
POET DSM Project Liberty LLC,N/A
POET HOLDING CO LLC,N/A
"POET Holding CO, LLC",N/A
"POET Holding Co, LLC",N/A
"POET Holdings, LLC",N/A
POET LLC,N/A
POET LLC - Laddonia,N/A
POET Plant Management,N/A
"POET Research Center, INC.",N/A
POINT ENERGY PARTNERS,N/A
POLAR SEMICONDUCTOR LLC,N/A
POLARIS COTTAGE GROVE LLC,N/A
"POLARIS ENERGY, LLC C/O TYR ENERGY, INC.",N/A
POLARIS RATHDRUM LLC,N/A
POLARIS WHITEWATER LLC,N/A
POLARTEC LLC,N/A
POLK COUNTY,N/A
POLK COUNTY BOARD OF COUNTY COMMISSIONERS,N/A
POLK COUNTY TX,N/A
POLLUTION CONTROL FINANCING AUTHORITY,N/A
POLYONE CORP,POL
POPE/DOUGLAS JOINT SOLID WASTE MANAGEMENT BOARD,N/A
PORT TOWNSEND PAPER CORP,N/A
PORTLAND GENERAL ELECTRIC CO,POR
POSCO AMERICA CORP,N/A
POSCO America Corp,N/A
POST FOODS LLC,N/A
POST HOLDINGS INC,POST
POTASH CORP OF SASKATCHEWAN USA,POT
POTASH HOLDING CO INC,N/A
"POTASH HOLDING CO, INC",N/A
POTTERS INTERMEDIATE HOLDINGS LP,N/A
POWDER RIVER MIDSTREAM LLC,N/A
POWER CITY PARTNERS LP,N/A
POWER HOLDING LLC,N/A
POWERSMITH COGENERATION,N/A
POWERSOUTH ENERGY COOPERATIVE,N/A
PPG INDUSTRIES INC,PPG
"PPG INDUSTRIES, INC.",PPG
"PPG Industries, Inc",PPG
"PPG Industries, Inc.",PPG
PPL CORP,PPL
PPL Corp,PPL
PPL Corporation,PPL
PPL Electric Utilities,PPL
"PPL Generation, LLC",N/A
PPL Generation. LLC,N/A
"PPL Ironwood Holdings, LLC",N/A
PPl Corporation,PPL
PQ CORP,N/A
PQ Corp,N/A
PQ Corporation,N/A
PQ GROUP HOLDINGS INC,N/A
PQ HOLDINGS INC,N/A
PR WASTE HOLDINGS LLC,N/A
"PR Waste Holdings, LLC",N/A
PRAIRIE HORIZON AGRI ENERGY LLC,N/A
PRAIRIE LAKES MUNICIPAL SOLID WASTE AUTHORITY,N/A
PRAIRIE PLANT SYSTEMS INC,N/A
PRAIRIE POWER INC,N/A
PRAIRIE STATE ENERGY CAMPUS MANAGEMENT CO,N/A
PRATT ENERGY LLC,N/A
PRATT INDUSTRIES INC,N/A
PRATT INDUSTRIES USA,N/A
PRAXAIR INC,PX
PREBLE COUNTY BOARD OF COMMISSIONERS,N/A
PRECISION CASTPARTS CORP,PCP
PREMIER ETHANOL,N/A
PREMIER GLASS USA LLC,N/A
PRESIDENT & FELLOWS OF HARVARD COLLEGE,N/A
PRI OPERATING LLC,N/A
PRIMARY ENERGY RECYCLING HOLDINGS LLC,N/A
PRIME WHEEL CORP,N/A
PRIMEXX OPERATING CORP,N/A
PRINCE GEORGE'S COUNTY DEPARTMENT OF THE ENVIRONMENTAL RESOURCE RECOVERY DIV,N/A
PRINCE GEORGE'S COUNTY GOVERNMENT DEPARTMENT OF ENVIRONMENT WASTE MANAGEMENT DIV,N/A
PRINCE GEORGE'S COUNTY GOVERNMENT DEPARTMENT OF ENVIRONMENTAL RESOURCES WASTE MANAGEMENT DIV,N/A
PRINCE GEORGE'S COUNTY GOVERNMENT DEPARTMENT OF THE ENVIRONMENT RESOURCE RECOVERY DIV,N/A
PRINCE WILLIAM COUNTY PUBLIC WORKS DEPARTMENT SOLID WASTE DIV,N/A
"PRINCE WILLIAM COUNTY, PUBLIC WORKS DEPARTMENT, SOLID WASTE DIVISION",N/A
PRINCETON UNIVERSITY,N/A
"PRO-CORN, LLC",N/A
PROCTER & GAMBLE,PG
PRODUCERS MIDSTREAM II LLC,N/A
PROGRESS ENERGY INC,N/A
PROGRESSIVE WASTE SOLUTIONS,N/A
PROGRESSIVE WASTE SOLUTIONS LTD,N/A
"PROJECT HAWKEYE, LLC",N/A
PROMAN USA INC,N/A
PROSPECT CAPITAL CORP,PSEC
PROTEGE ENERGY III LLC,N/A
PROTEIN PRODUCTS INC,N/A
PROVIDENCE HEALTH SYSTEM WASHINGTON INC,N/A
PRUET PRODUCTION CO,N/A
PSI MIDSTREAM PARTNERS L P,N/A
"PSI Midstream Partners, L.P.",N/A
PUBLIC POWER GENERATION AGENCY (PPGA-WEC2),N/A
PUBLIC SERIVCE CO OF NEW MEXICO,PNM
PUBLIC SERVICE CO OF NEW MEXICO,PNM
PUBLIC SERVICE ENTERPRISE GROUP INC,PEG
PUBLIC UTILITIES BOARD OF THE CITY OF BROWNSVILLE TEXAS,N/A
PUBLIC WORKS COMMISSION OF THE CITY OF FAYETTEVILLE,N/A
PUERTO RICO ELECTRIC POWER AUTHORITY,N/A
PUERTO RICO ELECTRIC POWER AUTHORITY COMMONWEALTH OF PUERTO RICO,N/A
PUERTO RICO ELECTRIC POWER AUTHORITY POWER AUTHORITY COMMONWEALTH OF PUERTO RICO,N/A
"PUERTO RICO ELECTRIC POWER AUTHORITY, COMMONWEALTH OF PUERTO RICO",N/A
PUGET HOLDINGS LLC,N/A
PUGET SOUND ENERGY,N/A
PUGET SOUND ENERGY INC,N/A
"PUGET SOUND ENERGY, INC",N/A
PURENERGY LLC,N/A
PUREWEST ENERGY LLC,N/A
PURSUE ENERGY CORP.,N/A
PUTNAM COUNTY BOCC,N/A
PVR MIDSTREAM LLC,N/A
PVR Midstream,N/A
PVR Midstream LLC,N/A
PWI INC (PAPERWORKS INDUSTRIES INC),N/A
PXP OFFSHORE,N/A
PXP Offshore,N/A
PYCO INDUSTRIES INC,N/A
"PYCO Industries, Inc.",N/A
Pacific Coast Building Products,N/A
Pacific Coast Energy Company LP,N/A
Pacific Coast Producers,N/A
Pacific Energy Alaska Operating LLC,N/A
"Pacific Energy Alaska Operating, LLC",N/A
Pacific Ethanol Holding Co,N/A
Pacific Ethanol Inc,PEIX
Pacific Gas and Electric Company,PCG
Pacificorp,N/A
Packaging Corporation of America,PKG
Packaging Dynamics,N/A
Paducah Power System,N/A
Page County,N/A
Paloma Natural Gas LLC,N/A
Paloma Operating Co Inc,N/A
Pan Pacific Products,N/A
PanCental CGC Holdings LLC,N/A
Panda Energy,N/A
Panda Hummel Station LLC,N/A
Panda Power Funds,N/A
"Panda Temple Power II, LLC",N/A
"Panda Temple Power, LLC",N/A
Panoche Energy Center LLC,N/A
Panther Creek Partners,N/A
"Panther Creek Power Operating, LLC",N/A
Panther Energy Co II,N/A
Panther Energy Company,N/A
Panwest NCA2 Holdings LLC,N/A
"PaperWorks Industries, Inc.",N/A
Paperboard Parent INC,N/A
Par Pacific Holdings Inc,PARR
"Paradigm Energy Partners, LLC",N/A
Parallel Energy LP,N/A
Paris Henry County Public Utility District,N/A
"Park Falls Industrial Management, LLC",N/A
"Park Place Developement, Inc.",N/A
"Park Place Development, Inc.",N/A
Parkchester South Condominium,N/A
Pasadena Water and Power,N/A
Pasco County,N/A
Passaic Valley Sewerage Commissioners,N/A
"Patara Midstream, LLC",N/A
Patara Oil & Gas LLC,N/A
Patriarch Partners LLC,N/A
"Patriarch Partners, LLC",N/A
Patriot Coal Corporation,N/A
"Patriot Renewable Fuels, LLC",N/A
Paxton Resources,N/A
Peabody Energy Corporation,BTU
Peabody Municipal Light Plant,N/A
"Peabody Southeast Mining, LLC",N/A
Peak Powder River Resources,N/A
Peaker Power,N/A
"Peaker Power, LLC",N/A
Pechanga Band of Luiseno Mission Indians,N/A
"Peco Foods, Inc.",N/A
Pedricktown Cogeneration Co. LP,N/A
"Pelican Refining Company, LLC",N/A
"Pelican Renewables, LLC",N/A
Pembina Pipeline CORP,PBA
Penn Virginia Corp,PVAC
Penn Virginia Corporation,PVAC
"PennTex Midstream Partners, LLC",N/A
Perdue Farms Inc,N/A
Perdue Farms Inc.,N/A
"Perennial Power Holdings, Inc.",N/A
Performance Fibers Operations Inc,N/A
Permian Basin Limited Partnership,N/A
Permian Resources LLC,N/A
"Perry County Associates, LLC",N/A
Perry Ridge Landfill,N/A
Perstorp Polyols,N/A
Peru Utilities,N/A
"Petro Harvester Oil & Gas, LLC",N/A
"Petro-Hunt, L.L.C.",N/A
"PetroBal Omega 1, LLC",N/A
PetroLegacy Energy,N/A
Petrobras USA,PBR
Petrologistics,N/A
Pfizer,PFE
Pfizer Inc,PFE
Pfizer Inc.,PFE
"Pfizer, Inc.",PFE
Philadelphia Energy Solutions LLC,N/A
Philip T Sharples Trust,N/A
Philip T. Sharples Trust,N/A
Philips Electronics North America Corporation,PHG
Philips Electronics North American Corp.,PHG
Philips Holding USA Inc,N/A
Philips Lighting North Ameica Corp,N/A
Phillips 66,PSX
Phillips 66 Company,PSX
Phillips 66 Sweeny Frac LLC,N/A
Phillips66 Company,PSX
Phoenix Cement Company (a Division of the Salt River Pima-Maricopa Indian Community),N/A
"Phoenix Endicott Industrial Investors, LLC",N/A
Phoenix Global Holdings,N/A
Phoenix Paper Wickliffe LLC,N/A
Phosphate Holdings Inc,N/A
Piceance Energy LLC,N/A
Pike County Fiscal Court,N/A
Pike County Fiscal Court Department of Solid Waste,N/A
Pike Sanitation Inc.,N/A
Pilkington Holdings Inc.,N/A
"Pilkington Holdings, Inc",N/A
"Pilkington Holdings, Inc.",N/A
"Pilkington North America, Inc.",N/A
"Pillsbury, Winthrop, Shaw, Pittman LLP",N/A
Pima County,N/A
Pinal County,N/A
Pine Belt Solid Waste Management Authority,N/A
"Pine Lake Corn Processors, LLLP",N/A
Pine Run Gathering LLC,N/A
Pinelawn Power LLC,N/A
Pinellas County Board of County Commissioners,N/A
Pinetree Power Fitchburg,N/A
Pinnacle Ethanol LLC d/b/a Poet Biorefining - Corning,N/A
Pinnacle Midstream II LLC,N/A
Pinnacle West Capital Corporation,PNW
"Pinon Gathering Company, LLC",N/A
"Pinon Midstream, LLC",N/A
"Pinona Holdings, Inc",N/A
"Pinova Holdings, Inc.",N/A
Pintail Oil & Gas,N/A
Pioneer Natural Resources USA Inc,PXD
"Pioneer Natural Resources USA, Inc.",PXD
Pipeco,N/A
Pipeco LLC,N/A
"Piramal Glass USA, INC",N/A
Pirlo Energy Holdings LLC,N/A
Pitt County,N/A
Pittsburgh Corning Corporation,N/A
"Pittsburgh Glass Works, LLC",N/A
Pixelle Androscoggin LLC,N/A
Pixelle Specialty Solutions LLC,N/A
"Pixley Cogen Partners, LLC",N/A
Placid Refining Co LLC,N/A
"Plainfield Asset Management, LLC",N/A
"Plains All American Pipeline, GP",PAA
"Plains All American Pipeline, LP",PAA
"Plains End Financing, LLC",N/A
Plains Exploration & Production Company,N/A
Plains Exploration& Production Company,N/A
Plains LPG Services,N/A
"Plains Natural Gas Storage, LLC",N/A
Planis Exploration & Production Company,N/A
"Platinum Equity Advisors, LLC",N/A
Platte River Power Authority,N/A
"Plum Creek Timber Company, Inc.",N/A
Plymouth Energy LLC,N/A
Plymouth Energy LLC.,N/A
Poet Biorefining - Leipsic,N/A
"Poet, LLC",N/A
Point Energy Partners,N/A
"Polar Semiconductor, Inc",N/A
"Polar Semiconductor, LLC",N/A
"Polaris Cottage Grove, LLC",N/A
"Polaris Energy, LLC",N/A
"Polaris Plains End Financing, LLC",N/A
Polaris Rathdrum LLC,N/A
"Polaris Rathdrum, LLC",N/A
"Polaris Whitewater, LLC",N/A
"Polartec, LLC",N/A
Polk County Board of Commissioners,N/A
Polk County Board of County Commissioners,N/A
"Polk County, TX",N/A
Pollution Control Financing Authority,N/A
Pollution Control Financing Authority of Camden County,N/A
PolyOne Corporation,POL
"Port Barre Investments, LLC d/b/a Bobcat Gas Stora",N/A
"Port Hamilton Refining & Transportation, LLLP",N/A
"Port Parre Investments, LLC d/b/a Bobcat Gas Stora",N/A
Port Townsend Paper Corporation,N/A
Portland General Electric,POR
Portland General Electric Company,POR
Portsmouth Genco LLC,N/A
"Portsmouth Genco, LLC",N/A
"Post Holdings, Inc.",POST
"Potash Holding Company, Inc.",N/A
"Potrero Hills Landfill, Inc.",N/A
"Potters Intermediate Holdings, LP",N/A
Powder River Midstream LLC,N/A
"Powder River Midstream, LLC",N/A
"Powder River Midstream, LLC",N/A
Power City Partners LP,N/A
Power Holding LLC,N/A
Power Resources Cooperative,N/A
PowerSmith Cogeneration,N/A
PowerSouth Energy Cooperative,N/A
"PowerSouth Energy Cooperative, Inc.",N/A
"Prairie Aquatech Manufacturing, LLC",N/A
Prairie Ethanol LLC dba Poet Biorefining,N/A
Prairie Ethanol dba POET Biorefining - Mitchell,N/A
"Prairie Horizon Agri Energy, LLC",N/A
Prairie Lakes Municipal Solid Waste Authority,N/A
Prairie Power Inc,N/A
Prairie State Energy Campus Management Company,N/A
Pratt Energy LLC,N/A
Pratt Industries,N/A
Pratt Industries LLC,N/A
Pratt Industries USA,N/A
Praxair Inc,PX
"Praxair, Inc",PX
"Praxair, Inc.",PX
"Praxair,Inc",PX
Preble County Board of Commissioners,N/A
Precision Cast Parts Corp.,PCP
Precision Castpart Corporation,PCP
Precision Castparts Corp,PCP
Precision Castparts Corporation,PCP
Premier Ethanol,N/A
"Premier Glass USA, LLC",N/A
"Premier Natural Resources, LLC",N/A
Primary Energy Recycling Holdings LLC,N/A
"Primary Energy Recycling Holdings, LLC",N/A
"Primary Natural Resources III, LLC",N/A
"Primary Natural Resources IV, LLC",N/A
Primary Products Ingredients Americas LLC,N/A
Prime Operating Company,N/A
Prime Wheel Corporation,N/A
Primexx Operating Corp,N/A
Prince Erachem Inc,N/A
"Prince George's County Government, Department of Environmental Resources, Waste Management Division",N/A
"Prince William County, Public Works Department, Solid Waste Division",N/A
"Pro-Corn, LLC",N/A
Procter & Gamble,PG
"Producers Midstream II, LLC",N/A
"Progress Energy, Inc.",N/A
Progressive Waste Solutions LTD,N/A
"Progressive Waste Solutions, LTD",N/A
"Progressive Waste Solutions, LTD.",N/A
"Project Hawkeye, LLC",N/A
"Project Orange Associates, LLC",N/A
"Proman USA, INC",N/A
Prospect Capital Corporation,PSEC
Protege Energy III LLC,N/A
"Protein Products, Inc.",N/A
Providence Health System Washington Inc,N/A
Pruet Production Company,N/A
Pruvient Energy Guam Investments Inc.,N/A
"Pruvient Energy Guam, Inc",N/A
Public Power Generation Agency (PPGA-WEC2),N/A
Public Serivce Co of New Mexico,PNM
Public Service Company of New Mexico,PNM
Public Service Enterpirse Group Incorporated,PEG
Public Service Enterprise Group,PEG
Public Service Enterprise Group Incorporated,PEG
"Public Service Enterprise Group, Inc",PEG
Public Works Commission of the City of Fayetteville,N/A
Puget Sound Energy,N/A
"Puget Sound Energy, Inc",N/A
Puget Sound Sound,N/A
"PurEnergy, LLC",N/A
PureField Ingredients LLC,N/A
Pursue Energy Corporation,N/A
Putnam County BOCC,N/A
Putnam Couny BOCC,N/A
Q POWER LLC,N/A
Q Power LLC,N/A
QEP Field Services Company,N/A
"QEP Field Services, LLC",N/A
"QEP Midstream Partners, LP",N/A
QEP RESOURCES INC,QEP
QEP Resources Inc,QEP
"QEP Resources, Inc.",QEP
QORVO INC,QRVO
"QORVO TEXAS, LLC",N/A
QTL U.S. TERMINAL LLC,N/A
QTL US TERMINAL LLC,N/A
QUAD COUNTY CORN PROCESSORS,N/A
QUAD COUNTY ENVIRONMENTAL SOLUTIONS,N/A
QUAD/GRAPHICS INC,N/A
"QUAD/GRAPHICS, INC",N/A
QUALCOMM CORP,QCOM
QUALCOMM INC,QCOM
QUANTUM RESOURCES MANAGEMENT LLC,N/A
"QUANTUM RESOURCES MANAGEMENT, LLC",N/A
QUANTUM RESOURCES MGT LLC,N/A
"QUEMETCO WEST, LLC",N/A
QUESTAR CORP,STR
QUICKSILVER RESOURCES INC,N/A
"Qorvo, Inc",QRVO
Quad County Corn Processors,N/A
Quad County Environmental Solutions,N/A
"Quad/Graphics, Inc.",N/A
Qualcomm Incorporated,QCOM
Quanex Building Products,NX
"Quantum Nevada Utilities Investment 1, LLC",N/A
"Quantum Resources Management, LLC",N/A
Quantum Utility Generation,N/A
"QuarterNorth Energy, LLC",N/A
"Quemetco West, LLC",N/A
Questar Corporation,STR
Questar Overthrust Pipeline,N/A
Quicksilver Resources Inc.,N/A
"Quicksilver Resources, Inc.",N/A
Quikrete,N/A
"Revere Copper Products, Inc.",None
"Revolution Resources, LLC",None
Rex American Resources,REX
Rex Coal Company,None
Rex Energy Operating Corporation,None
Rexnord Industries LLC,RXN
"Rexnord Industries, LLC",RXN
Reynolds American Inc.,RAI
Reynolds Group Holdings Inc,None
Reynolds Group Holdings Inc.,None
"Reynolds Group Holdings, Inc.",None
"Rhea County, TN",None
Rhode Island Resource Recovery Corporation,None
"Rhode Island State Energy Center, LP",None
Rhodia Inc.,None
"Rhodia Inc., Member of the Solvay Group",None
"Rhodia, Inc.",None
"Ri-Corp. Development, Inc",None
Rice County,None
"Riceland Foods, Inc.",None
Richfield Landfill Inc,None
Richfield Landfill Inc.,None
Richland Stryker Generation LLC,None
Richmond Sanitary District,None
"Ricochet Energy, Inc.",None
"Ridgewood Fund IV Kingss Quay, LLC",None
"Ridgewood Kingss Quay Infrastructure, LLC",None
Riesel Holdings,None
"Riley Permian Operating CO, LLC",None
RimRock Oil & Gas LP,None
"Rimrock Energy Partners, LLC",None
"Ring Energy, Inc",REI
Rio Bravo Jasmin,None
Rio Bravo Poso,None
Rio Grande Exploration & Production,None
Rio Oil & Gas (Permian) II LLC,None
Rio Tinto America Holdings Inc.,RIO
Rio Tinto Minerals,RIO
"Rise Energy Partners, LP",None
Rivanna Solid Waste Authority,None
River Birch Inc.,None
Riverbay Co-Op City,None
Riverbay Corp-Co-Op City,None
Riverside County,None
Riverside Energy Holdings,None
Riverside Energy Michigan LLC,None
Riverstone Holdings LLC,None
Riverview Investment Holdings LLC,None
Roan Resources LLC,None
Roanoke Valley Resource Authority,None
Roanoke Valley Resource Authority (RVRA),None
Robeson County,None
Rochdale Village Inc.,None
"Roche Holdings, Inc.",RHHBY
Rochester District Heating Cooperative,None
Rochester Public Utilities,None
Rock Energy Cooperative,None
Rock River Environmental Services,None
Rock-Tenn Company,None
Rockall Energy LLC,None
Rockbridge County,None
Rockbridge County Landfill,None
Rockcliff Energy II LLC,None
"Rockies Express Holdings, LLC",None
Rockingham County,None
"Rockingham County, Virginia",None
"Rockland Power Partners II, LP",None
"Rockland Power Partners III, LP",None
Rockpoint Gas Storage Partners LP,None
Rocky Mountain Bottle Company,None
Rocky Mountain Bottle Company LLC,None
"Rocky Road Power, LLC",None
"Rogue Valley Properties, Inc.",None
Roll Global LLC,None
Roll International,None
"Rolls-Royce North America Holdings, Inc.",None
Rome-Floyd County Solid Waste Commission,None
"Roquette America, Inc.",None
Rosboro LLC,None
Rosebud Mining Company,None
Roseburg Forest Products,None
Roseburg Forest Products Co.,None
Rosehill Resources,None
Rosetta Resources Operating LP,None
Roseville Electric,None
Rosewood Resources Inc,None
"Rousselot, Inc.",None
"Rover Operating, LLC",None
"Rowan County, North Carolina",None
Rowan University,None
Rowdy Pipeline LLC,None
"Roxul USA, Inc.",None
Rubicon LLC,None
"Rumbold & Kuhn, Inc.",None
Rumpke Consolidated Companies Inc.,None
"Rumpke Sanitary Landfill, Inc.",None
"Rumpke Waste, Inc",None
"Rumpke Waste, Inc.",None
"Rumpke of Indiana, LLC",None
"Rumpke of Kentucky, Inc.",None
"Rupert Holdings, LLC",None
"Rustick, LLC",None
Rutgers the State University of New Jersey,None
"Rutgers, The State University of New Jersey",None
"Ryobi Die Casting (USA), Inc",None
S&C ELECTRIC CO,None
S&C Electric Company,None
S. D. Warren Company,None
"S.B. Acquisitions, Inc.",None
"S.B. Aquisitions, Inc.",None
S.D. Warren Company,None
"S2 Energy Operating, LLC",None
SABIC INNOVATIVE PLASTICS HOLDING US LP,None
SABIC INNOVATIVE PLASTICS US LLC,None
SABIC Innovative Plastics,None
SABIC Innovative Plastics Holding US LP,None
SABIC Innovative Plastics US LLC,None
SABIC US HOLDINGS LP,None
SABIC US Holdings LP,None
SABINAL ENERGY LLC,None
SABINE OIL & GAS LLC,None
SACRAMENTO COGENERATION AUTHORITY,None
SACRAMENTO MUNICIPAL UTILITY DISTRICT,None
SACRAMENTO MUNICIPAL UTILITY DISTRICT (SMUD),None
SACRAMENTO MUNICIPAL UTILITY DISTRICT FINANCING AUTHORITY,None
SACRAMENTO POWER AUTHORITY,None
SAFETY-KLEEN SYSTEMS INC,None
SAGA PETROLEUM LLC,None
SAGE NATURAL RESOURCES LLC,None
"SAGE NATURAL RESOURCES, LLC",None
SAINT FRANCIS HEALTH SYSTEM,None
SAINT FRANCIS HEALTH SYSTEM INC,None
SAINT GOBAIN NORTH AMERICA,None
SAINT-GOBAIN CONTAINERS INC,None
SAINT-GOBAIN CORP,None
SALEM COUNTY IMPROVEMENT AUTHORITY,None
SALINAS VALLEY SOLID WASTE AUTHORITY,None
SALT CREEK MIDSTREAM LLC,None
SALT LAKE CITY CORP,None
SALT LAKE COUNTY,None
SALT RIVER PIMA MARICOPA INDIAN COMMUNITY,None
SALT RIVER PIMA MARICOPA INDIAN COMMUNITY EDUCATIONAL SE,None
SALT RIVER PROJECT,None
SALT RIVER PROJECT (100% Ownership of Unit 4 only),None
SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,None
Sam Rayburn G&T Electric Cooperative Inc,None
Sam Rayburn G&T,None
Samchully Power & Utilities LLC,None
Sampson County,None
Sampson County Disposal LLC,None
Samson Energy Co LLC,None
Samson Resources,None
Samson Resources Corp,None
Samson Resources Corporation,None
Samsung Electronics America Inc,None
Samuel Gary Jr Associates Inc,None
San Benito County,None
San Bernardino County Solid Waste Management Div,None
San Diego County Department of Public Works,None
San Diego Gas & Electric,SRE
San Joaquin County Public Works Department,None
San Joaquin Energy Co,None
San Joaquin Refining Co Inc,None
"San Joaquin Refining Company, Inc.",None
San Mateo Midstream LLC,None
San Miguel Electric Cooperative Inc,None
"San Miguel Electric Cooperative, Inc",None
"Sanare Energy Partners, LLC",None
Sanchez Midstream Partners LP,SNMP
Sanchez Oil & Gas,None
Sanchez Oil & Gas Corp,None
Sanders Lead Co Inc,None
Sanderson Farms Inc,SAFM
Sandoval County NM,None
Sandra M Campbell,None
Sandridge Energy Inc,SD
"Sandridge Energy Offshore, LLC",None
"Sandridge Energy, Inc",SD
Sanguine Gas Exploration LLC,None
"Sanguine Gas Exploration, LLC",None
Sanimax Corp,None
Sanimax USA Inc,None
Sanofi Pasteur Inc,SNY
Sanofi US,SNY
Sanofi US Services Inc,SNY
Santa Barbara County Department of Public Works Resource Recovery & Waste Management,None
Santa Fe Solid Waste Management Agency,None
Santa Rosa Board of County Commissioners,None
Santee Cooper,None
Santee Print Works,None
Santee Print Works Inc,None
Sapa Extrusions Inc,None
"Sapa Extrusions, Inc",None
Sapphire Power Holdings LLC,None
Sappi North America Inc,None
Saputo Cheese USA Inc,None
Sarasota County,None
Sarpy County,None
Sasol Chemicals (USA) LLC,None
Sasol North America Inc,SSL
Sasol USA Corp,None
Saudi Refining Inc,None
Savannah River Nuclear Solutions LLC,None
Savant Alaska LLC,None
Sazerac Co Inc,None
SBM Offshore,None
SC Johnson & Son Inc,None
SC Johnson and Son Inc,None
"SC Johnson and Son, Inc.",None
SCA Americas,None
SCA Americas Inc,None
"SCA Americas, Inc.",None
SCA Tissue North America Inc.,None
Scala Energy LLC,None
Scana Corp,SCG
Scana Corporation,SCG
Schmolz & Bickenbach USA Holdings Inc,None
Schmolz + Bickenbach USA Inc,None
Schnitzer Steel Industries Inc,SCHN
Schuylkill Energy Resources Inc,None
SCI LLC,None
SCOGI GP,None
SCOOP Express LLC,None
"Scott, Walter Jr. c/o MidAmerican Energy Holdings Company",None
Scout Energy Management LLC,None
SDW Holdings Corp,None
SE Choctaw LLC,None
Seaboard Corp,SEB
Seaboard Energy LLC,None
Seacor Holdings Inc,CKH
Searles Valley Minerals Inc,None
Sebastian Mining Co LLC,None
SECCRA,None
SeeIt District Energy LLC,None
Sekisui America Corp,None
Select Milk Producers Inc,None
Sem Operating Co LLC,None
Semco Energy Inc,None
SemGas LP,None
SemGroup Corp,None
Semiconductor Component Industries,None
Seminole County Board of County Commissioners,None
Seminole Electric Cooperative Inc,None
Sempra Energy,SRE
Sendero Midstream Partners LP,None
Seneca North American Coal LLC,None
Seneca Resources Corp,None
Sensient Technologies Corp,SXT
Sentinel Peak Resources LLC,None
Sequitur East Texas LLC,None
Set Perc Investment LLC,None
"Severstal North America, Inc",None
Seward County Kansas,None
Sewerage & Water Board of New Orleans,None
Seymour of Sycamore Inc,None
SF Holding Corp,None
SG Solutions LLC,None
SGL Automotive Carbon Fibers LLC,None
Shelby County Commission (Local Government) Alabama,None
Shell Chemical LP,None
Shell Oil Co,SHEL
Shenandoah County VA,None
Sheridan Production Co LLC,None
Sherwin Alumina Co LLC,None
Shiloh Industries Inc,SHLOQ
Shintech Inc,None
Shoosmith Bros Inc,None
Shoreline Energy LLC,None
Show-Me Ethanol LLC,None
Showa Denko Carbon Inc,None
SI Group Inc,None
Siemens Corp,None
Sierra Pacific Industries,None
Signal Hill Petroleum Inc,None
Sikeston Board of Municipal Utilities,None
Silver Creek Oil & Gas LLC,None
SilverBow Resources Inc,SBOW
Simmons Foods Inc,None
Simplot BP Idaho LLC,None
Siouxland Energy Cooperative,None
Siouxland Ethanol LLC,None
Sisecam Chemicals USA Inc,None
SK Battery America,None
SK Capital Partners II LP,None
SkyWater Technology Foundry Inc,SKYT
Skyworks Solutions Inc,SWKS
Slawson Companies Inc,None
SM Energy Co,SM
Smithfield Foods Inc,None
Smurfit Kappa Orange County LLC,None
SN EF Maverick LLC,None
Snake River Sugar Co,None
SNF Holding Co,None
Snohomish County,None
Snyder Associated Companies Inc,None
Sofidel America Corp,None
Sojitz Birdsboro LLC,None
Sojitz Corp of America,None
"Solae, LLC",None
Solid Waste Authority of Central Ohio,None
Solid Waste Authority of Palm Beach County,None
Solutia Inc,None
Solvay America Inc,None
Solvay Chemicals Inc,None
Solvay Holding Inc,None
Solvay Specialty Polymers USA LLC,None
Sonneborn LLC,None
Sonoco Products Co,SON
South Carolina Public Service Authority,None
Southern California Edison,EIX
Southern Company,SO
Southwest Gas Corp,SWX
Southwest Energy LLC,None
Southwest Generation Operating Co LLC,None
Southwest Iowa Renewable Energy,None
Southwest Iowa Renewable Energy LLC,None
Southwest Minnesota Agrifuels LLC,None
"Southwest Minnesota Agrifuels, LLC",None
Southwest Transmission Cooperative Corp,None
Southwestern Electric Cooperative Inc,None
Southwestern Electric Power Co (SWEPCO),None
Southwestern Energy Co,SWN
Southwestern Energy Co Inc,None
Southwestern Production Corp,None
Southwire Co,None
Southwire Co LLC,None
SOWEGA Energy Resources LLC,None
SP Fiber Technologies LLC,None
"SP Fiber Technologies Southeast, LLC",None
SP Newsprint Holding LLC,None
SP Newsprint Co. LLC,None
"SP Newsprint Co., LLC",None
SP Newsprint Holding LLC,None
Spangler Companies Inc,None
Spangler Cos Inc,None
Spartan Light Metal Products Inc,None
Spartanburg County SC,None
Spectra Energy,None
Spectra Energy Corp,SE
Spectra Energy LLC,None
Spire Inc,SR
Spirit AeroSystems Holdings Inc,SPR
Spotsylvania,None
Spotsylvania County,None
Spray Products Corp,None
Springfield Missouri,None
Spur Energy Partners Holdings LLC,None
SRC Energy Inc,None
SRI International,None
"SRI USA, Inc.",None
SSAB Enterprises LLC,None
"SSAB Enterprises, LLC",None
SSAB US Holding Inc,None
SSI Mgmt Co LLC,None
St Barbara Cement Inc,None
St Barnabas Hospital,None
St Clair County,None
St Clair County Michigan,None
St Landry Parish Waste Disposal District,None
St Lucie County Commissioners,None
